version,n_cells,const,log_size_coef,log_size_coef_se,log_size_coef_ci_lo,log_size_coef_ci_hi,p_value,r_squared,r_squared_ci_lo,r_squared_ci_hi,band_10-15_mean,band_10-15_std,band_10-15_n_cells,band_30-40_mean,band_30-40_std,band_30-40_n_cells,band_80-100_mean,band_80-100_std,band_80-100_n_cells
naive,117,2.8477448538097083,-0.5411180553308813,0.11958996087411035,-0.8232705770561433,-0.33244382580680965,1.481253943509923e-05,0.15112623826717264,0.08090805995542859,0.3355631282220567,1.5613626035396102,1.5294688537668633,37,0.9536663426319393,1.1678653310807245,40,0.4539461663196181,0.3403888614467555,40
clean_primary,117,0.8859459095136741,-0.16766809778399785,0.01151637072577634,-0.1941160564011736,-0.14305944692715544,7.393893907420096e-28,0.6482832558362257,0.5437911148907355,0.753087994566896,0.48197397526485164,0.1555446121521182,37,0.3187974441393235,0.09285600358118727,40,0.12945102751960436,0.05022065221219357,40
