n_cells,const,log_size_coef,log_size_coef_se,log_size_coef_ci_lo,log_size_coef_ci_hi,p_value,r_squared,r_squared_ci_lo,r_squared_ci_hi,same_sign_as_original,share_over1_rate_vs_logsize_r,share_over1_rate_vs_logsize_ci_lo,share_over1_rate_vs_logsize_ci_hi,band_10-15_mean,band_10-15_std,band_10-15_n_cells,band_30-40_mean,band_30-40_std,band_30-40_n_cells,band_80-100_mean,band_80-100_std,band_80-100_n_cells
117,1.1931443687607244,-0.2217466388139026,0.009676863838806457,-0.24091107319718927,-0.2034778905364403,1.1055631297612704e-44,0.8203415262306278,0.7725806516744239,0.8646763109563462,True,-0.6888957401925477,-0.769599871718128,-0.607289288260116,0.6653472321594294,0.10017292307068829,37,0.42983993889867866,0.10229002848284086,40,0.19990242460464053,0.06914836134036483,40
