run_id,seed,scenario_id,episode,step,n_scenario,n_discovered,n_discovered_h1,n_discovered_h2,n_discovered_h3,change_type,change_fired,n_touched_nodes,relevant,event_phase,event_id,step_fired,visibility_lag_steps,touched_node_visible,attributed,node_origin_is_join,agent_drift_full,change_drift_full,agent_drift_mean,agent_drift_max,agent_drift_min,change_drift_mean,change_drift_max,change_drift_min,attenuation_ratio_mean,attenuation_ratio_max,attenuation_ratio_min,norm_h1,norm_h2,norm_h3,delta_h_v_norm,attenuation_ratio_full,action_referenced_removed_entity,agent_action_succeeded,pooling_mode,connectivity_event_fired,connectivity_n_touched_nodes,norm_h1_mean,norm_h1_max,norm_h1_min,norm_h2_mean,norm_h2_max,norm_h2_min,norm_h3_mean,norm_h3_max,norm_h3_min
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,3,30,13,1,13,,,False,1,True,attributed,,,,True,True,False,1.837277928785934,,0.6861018011979155,2.1268920464157293,2.265472227769305,,,,1.9001623154670761,0.6129623689210676,0.5754671239091085,0.8116582632064819,1.522269368171692,,0.6109305620193481,0.40967907204181675,,True,mean+max+min,False,0,0.46861112117767334,0.46861112117767334,0.46861112117767334,0.3872206211090088,1.0338879823684692,1.0480648279190063,,,
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,3,30,13,1,13,,,False,1,True,attributed,,,,True,True,False,1.837277928785934,,0.6861018011979155,2.1268920464157293,2.265472227769305,,,,1.6946496702755618,0.5466672335979251,0.5132272984517537,0.8116582632064819,1.522269368171692,,0.5448551774024963,0.36537010480802384,,True,mean+max+min,False,0,0.46861112117767334,0.46861112117767334,0.46861112117767334,0.3872206211090088,1.0338879823684692,1.0480648279190063,,,
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,3,30,13,1,13,,,False,1,True,attributed,,,,True,True,False,1.837277928785934,,0.6861018011979155,2.1268920464157293,2.265472227769305,,,,2.4190004478019653,0.7803313605560807,0.7325980623340924,0.8116582632064819,1.522269368171692,,0.7777447700500488,0.5215416865483139,,True,mean+max+min,False,0,0.46861112117767334,0.46861112117767334,0.46861112117767334,0.3872206211090088,1.0338879823684692,1.0480648279190063,,,
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,3,30,13,1,13,,,False,1,True,attributed,,,,True,True,False,1.837277928785934,,0.6861018011979155,2.1268920464157293,2.265472227769305,,,,1.3873595451199643,0.4475402897951656,0.42016400428496353,0.8116582632064819,1.522269368171692,,0.4460568130016327,0.2991176945288451,,True,mean+max+min,False,0,0.46861112117767334,0.46861112117767334,0.46861112117767334,0.3872206211090088,1.0338879823684692,1.0480648279190063,,,
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,3,30,13,1,13,13,,False,0,,no_change,,,,,,,1.837277928785934,0.0,0.6861018011979155,2.1268920464157293,2.265472227769305,0.0,0.0,0.0,0.0,0.0,0.0,0.8116582632064819,1.522269368171692,1.522269368171692,0.0,0.0,,True,mean+max+min,True,2,0.46861112117767334,0.46861112117767334,0.46861112117767334,0.3872206211090088,1.0338879823684692,1.0480648279190063,0.3872206211090088,1.0338879823684692,1.0480648279190063
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,4,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.522269368171692,1.522269368171692,1.522269368171692,0.0,0.0,,False,mean+max+min,False,0,0.3872206211090088,1.0338879823684692,1.0480648279190063,0.3872206211090088,1.0338879823684692,1.0480648279190063,0.3872206211090088,1.0338879823684692,1.0480648279190063
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,5,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.522269368171692,1.522269368171692,1.522269368171692,0.0,0.0,,False,mean+max+min,False,0,0.3872206211090088,1.0338879823684692,1.0480648279190063,0.3872206211090088,1.0338879823684692,1.0480648279190063,0.3872206211090088,1.0338879823684692,1.0480648279190063
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,6,30,13,13,13,13,,False,0,,no_change,,,,,,,0.07721214112665421,0.0,0.18129185340870538,0.05321060556463302,0.07304344073827843,0.0,0.0,0.0,0.0,0.0,0.0,1.522269368171692,1.5396802425384521,1.5396802425384521,0.0,0.0,,True,mean+max+min,True,2,0.3872206211090088,1.0338879823684692,1.0480648279190063,0.3767666220664978,1.0453016757965088,1.0658360719680786,0.3767666220664978,1.0453016757965088,1.0658360719680786
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,7,30,13,13,13,13,,False,0,,no_change,,,,,,,0.11445787143689569,0.0,0.16183600309756457,0.11506360859728765,0.10644784333892823,0.0,0.0,0.0,0.0,0.0,0.0,1.5396802425384521,1.4939061403274536,1.4939061403274536,0.0,0.0,,True,mean+max+min,True,2,0.3767666220664978,1.0453016757965088,1.0658360719680786,0.3890383839607239,1.0091863870620728,1.0305085182189941,0.3890383839607239,1.0091863870620728,1.0305085182189941
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,8,30,13,13,13,13,,False,0,,no_change,,,,,,,0.04169648748586894,0.0,0.13010331652566479,0.03166343085230476,0.016727682236007686,0.0,0.0,0.0,0.0,0.0,0.0,1.4939061403274536,1.4943466186523438,1.4943466186523438,0.0,0.0,,True,mean+max+min,True,2,0.3890383839607239,1.0091863870620728,1.0305085182189941,0.4008841812610626,1.006060004234314,1.0296634435653687,0.4008841812610626,1.006060004234314,1.0296634435653687
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,9,30,13,13,13,13,,False,0,,no_change,,,,,,,0.1424740405000587,0.0,0.1042241589581369,0.11401466305300006,0.16940453326291124,0.0,0.0,0.0,0.0,0.0,0.0,1.4943466186523438,1.6048393249511719,1.6048393249511719,0.0,0.0,,True,mean+max+min,True,2,0.4008841812610626,1.006060004234314,1.0296634435653687,0.41452428698539734,1.059365153312683,1.132000207901001,0.41452428698539734,1.059365153312683,1.132000207901001
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,10,30,13,13,13,13,,False,0,,no_change,,,,,,,0.1424740405000587,0.0,0.1042241589581369,0.11401466305300006,0.16940453326291124,0.0,0.0,0.0,0.0,0.0,0.0,1.4943466186523438,1.6048393249511719,1.6048393249511719,0.0,0.0,,False,mean+max+min,False,0,0.4008841812610626,1.006060004234314,1.0296634435653687,0.41452428698539734,1.059365153312683,1.132000207901001,0.41452428698539734,1.059365153312683,1.132000207901001
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,11,30,13,13,13,13,,False,0,,no_change,,,,,,,0.1424740405000587,0.0,0.1042241589581369,0.11401466305300006,0.16940453326291124,0.0,0.0,0.0,0.0,0.0,0.0,1.4943466186523438,1.6048393249511719,1.6048393249511719,0.0,0.0,,False,mean+max+min,False,0,0.4008841812610626,1.006060004234314,1.0296634435653687,0.41452428698539734,1.059365153312683,1.132000207901001,0.41452428698539734,1.059365153312683,1.132000207901001
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,12,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6048393249511719,1.6048393249511719,1.6048393249511719,0.0,0.0,,False,mean+max+min,False,0,0.41452428698539734,1.059365153312683,1.132000207901001,0.41452428698539734,1.059365153312683,1.132000207901001,0.41452428698539734,1.059365153312683,1.132000207901001
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,13,30,13,13,13,13,,False,0,,no_change,,,,,,,0.05146993827534651,0.0,0.1017805430923163,0.02760495395932685,0.05716637912169729,0.0,0.0,0.0,0.0,0.0,0.0,1.6048393249511719,1.6375070810317993,1.6375070810317993,0.0,0.0,,True,mean+max+min,True,2,0.41452428698539734,1.059365153312683,1.132000207901001,0.4339084327220917,1.0706312656402588,1.1605610847473145,0.4339084327220917,1.0706312656402588,1.1605610847473145
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,14,30,13,13,13,13,,False,0,,no_change,,,,,,,0.05146993827534651,0.0,0.1017805430923163,0.02760495395932685,0.05716637912169729,0.0,0.0,0.0,0.0,0.0,0.0,1.6048393249511719,1.6375070810317993,1.6375070810317993,0.0,0.0,,False,mean+max+min,False,0,0.41452428698539734,1.059365153312683,1.132000207901001,0.4339084327220917,1.0706312656402588,1.1605610847473145,0.4339084327220917,1.0706312656402588,1.1605610847473145
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,15,30,13,13,13,13,,False,0,,no_change,,,,,,,0.05146993827534651,0.0,0.1017805430923163,0.02760495395932685,0.05716637912169729,0.0,0.0,0.0,0.0,0.0,0.0,1.6048393249511719,1.6375070810317993,1.6375070810317993,0.0,0.0,,False,mean+max+min,False,0,0.41452428698539734,1.059365153312683,1.132000207901001,0.4339084327220917,1.0706312656402588,1.1605610847473145,0.4339084327220917,1.0706312656402588,1.1605610847473145
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,16,30,13,13,13,13,,False,0,,no_change,,,,,,,0.05146993827534651,0.0,0.1017805430923163,0.02760495395932685,0.05716637912169729,0.0,0.0,0.0,0.0,0.0,0.0,1.6048393249511719,1.6375070810317993,1.6375070810317993,0.0,0.0,,False,mean+max+min,False,0,0.41452428698539734,1.059365153312683,1.132000207901001,0.4339084327220917,1.0706312656402588,1.1605610847473145,0.4339084327220917,1.0706312656402588,1.1605610847473145
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,17,30,13,13,13,13,,False,0,,no_change,,,,,,,0.05146993827534651,0.0,0.1017805430923163,0.02760495395932685,0.05716637912169729,0.0,0.0,0.0,0.0,0.0,0.0,1.6048393249511719,1.6375070810317993,1.6375070810317993,0.0,0.0,,False,mean+max+min,False,0,0.41452428698539734,1.059365153312683,1.132000207901001,0.4339084327220917,1.0706312656402588,1.1605610847473145,0.4339084327220917,1.0706312656402588,1.1605610847473145
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,18,30,13,13,13,13,,False,0,,no_change,,,,,,,0.05146993827534651,0.0,0.1017805430923163,0.02760495395932685,0.05716637912169729,0.0,0.0,0.0,0.0,0.0,0.0,1.6048393249511719,1.6375070810317993,1.6375070810317993,0.0,0.0,,False,mean+max+min,False,0,0.41452428698539734,1.059365153312683,1.132000207901001,0.4339084327220917,1.0706312656402588,1.1605610847473145,0.4339084327220917,1.0706312656402588,1.1605610847473145
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,19,30,13,13,13,13,,False,0,,no_change,,,,,,,0.023384113692774783,0.0,0.022422293877743894,0.020190776058093513,0.02591129157879232,0.0,0.0,0.0,0.0,0.0,0.0,1.6375070810317993,1.6475613117218018,1.6475613117218018,0.0,0.0,,True,mean+max+min,True,2,0.4339084327220917,1.0706312656402588,1.1605610847473145,0.43231648206710815,1.0773109197616577,1.1691714525222778,0.43231648206710815,1.0773109197616577,1.1691714525222778
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,20,30,13,13,13,13,,False,0,,no_change,,,,,,,0.023384113692774783,0.0,0.022422293877743894,0.020190776058093513,0.02591129157879232,0.0,0.0,0.0,0.0,0.0,0.0,1.6375070810317993,1.6475613117218018,1.6475613117218018,0.0,0.0,,False,mean+max+min,False,0,0.4339084327220917,1.0706312656402588,1.1605610847473145,0.43231648206710815,1.0773109197616577,1.1691714525222778,0.43231648206710815,1.0773109197616577,1.1691714525222778
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,21,30,13,13,13,13,,False,0,,no_change,,,,,,,0.023384113692774783,0.0,0.022422293877743894,0.020190776058093513,0.02591129157879232,0.0,0.0,0.0,0.0,0.0,0.0,1.6375070810317993,1.6475613117218018,1.6475613117218018,0.0,0.0,,False,mean+max+min,False,0,0.4339084327220917,1.0706312656402588,1.1605610847473145,0.43231648206710815,1.0773109197616577,1.1691714525222778,0.43231648206710815,1.0773109197616577,1.1691714525222778
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,22,30,13,13,13,13,,False,0,,no_change,,,,,,,0.14651532733637368,0.0,0.21991244784952502,0.12630142657262924,0.1496676670269977,0.0,0.0,0.0,0.0,0.0,0.0,1.6375070810317993,1.7102794647216797,1.7102794647216797,0.0,0.0,,True,mean+max+min,True,2,0.4339084327220917,1.0706312656402588,1.1605610847473145,0.4865531623363495,1.1079461574554443,1.2086261510849,0.4865531623363495,1.1079461574554443,1.2086261510849
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,23,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7102794647216797,1.7102794647216797,1.7102794647216797,0.0,0.0,,False,mean+max+min,False,0,0.4865531623363495,1.1079461574554443,1.2086261510849,0.4865531623363495,1.1079461574554443,1.2086261510849,0.4865531623363495,1.1079461574554443,1.2086261510849
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,24,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7102794647216797,1.7102794647216797,1.7102794647216797,0.0,0.0,,False,mean+max+min,False,0,0.4865531623363495,1.1079461574554443,1.2086261510849,0.4865531623363495,1.1079461574554443,1.2086261510849,0.4865531623363495,1.1079461574554443,1.2086261510849
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,25,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7102794647216797,1.7102794647216797,1.7102794647216797,0.0,0.0,,False,mean+max+min,False,0,0.4865531623363495,1.1079461574554443,1.2086261510849,0.4865531623363495,1.1079461574554443,1.2086261510849,0.4865531623363495,1.1079461574554443,1.2086261510849
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,26,30,13,13,13,13,,False,0,,no_change,,,,,,,0.1516840718640673,0.0,0.06406868118153757,0.14482670290891259,0.16667385858785913,0.0,0.0,0.0,0.0,0.0,0.0,1.7102794647216797,1.8518576622009277,1.8518576622009277,0.0,0.0,,True,mean+max+min,True,2,0.4865531623363495,1.1079461574554443,1.2086261510849,0.4963691234588623,1.1863155364990234,1.3325350284576416,0.4963691234588623,1.1863155364990234,1.3325350284576416
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,27,30,13,13,13,13,,False,0,,no_change,,,,,,,0.1516840718640673,0.0,0.06406868118153757,0.14482670290891259,0.16667385858785913,0.0,0.0,0.0,0.0,0.0,0.0,1.7102794647216797,1.8518576622009277,1.8518576622009277,0.0,0.0,,False,mean+max+min,False,0,0.4865531623363495,1.1079461574554443,1.2086261510849,0.4963691234588623,1.1863155364990234,1.3325350284576416,0.4963691234588623,1.1863155364990234,1.3325350284576416
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,28,30,13,13,13,13,,False,0,,no_change,,,,,,,0.1516840718640673,0.0,0.06406868118153757,0.14482670290891259,0.16667385858785913,0.0,0.0,0.0,0.0,0.0,0.0,1.7102794647216797,1.8518576622009277,1.8518576622009277,0.0,0.0,,False,mean+max+min,False,0,0.4865531623363495,1.1079461574554443,1.2086261510849,0.4963691234588623,1.1863155364990234,1.3325350284576416,0.4963691234588623,1.1863155364990234,1.3325350284576416
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,29,30,13,13,13,13,,False,0,,no_change,,,,,,,0.3525466262174089,0.0,0.2663208382449728,0.3972469008920258,0.3236855724274465,0.0,0.0,0.0,0.0,0.0,0.0,1.7102794647216797,2.0178210735321045,2.0178210735321045,0.0,0.0,,True,mean+max+min,True,2,0.4865531623363495,1.1079461574554443,1.2086261510849,0.5346264839172363,1.3110734224319458,1.4376589059829712,0.5346264839172363,1.3110734224319458,1.4376589059829712
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,30,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0178210735321045,2.0178210735321045,2.0178210735321045,0.0,0.0,,False,mean+max+min,False,0,0.5346264839172363,1.3110734224319458,1.4376589059829712,0.5346264839172363,1.3110734224319458,1.4376589059829712,0.5346264839172363,1.3110734224319458,1.4376589059829712
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,31,30,13,13,13,13,,False,0,,no_change,,,,,,,0.12025257713991673,0.0,0.0827799607204112,0.114061909982296,0.12930264801109986,0.0,0.0,0.0,0.0,0.0,0.0,2.0178210735321045,2.04814076423645,2.04814076423645,0.0,0.0,,True,mean+max+min,True,2,0.5346264839172363,1.3110734224319458,1.4376589059829712,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,32,30,13,13,13,13,,False,0,,no_change,,,,,,,0.12025257713991673,0.0,0.0827799607204112,0.114061909982296,0.12930264801109986,0.0,0.0,0.0,0.0,0.0,0.0,2.0178210735321045,2.04814076423645,2.04814076423645,0.0,0.0,,False,mean+max+min,False,0,0.5346264839172363,1.3110734224319458,1.4376589059829712,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,33,30,13,13,13,13,,False,0,,no_change,,,,,,,0.12025257713991673,0.0,0.0827799607204112,0.114061909982296,0.12930264801109986,0.0,0.0,0.0,0.0,0.0,0.0,2.0178210735321045,2.04814076423645,2.04814076423645,0.0,0.0,,False,mean+max+min,False,0,0.5346264839172363,1.3110734224319458,1.4376589059829712,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,34,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04814076423645,2.04814076423645,2.04814076423645,0.0,0.0,,False,mean+max+min,False,0,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,35,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04814076423645,2.04814076423645,2.04814076423645,0.0,0.0,,False,mean+max+min,False,0,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,36,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04814076423645,2.04814076423645,2.04814076423645,0.0,0.0,,False,mean+max+min,False,0,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,37,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04814076423645,2.04814076423645,2.04814076423645,0.0,0.0,,False,mean+max+min,False,0,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,38,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04814076423645,2.04814076423645,2.04814076423645,0.0,0.0,,False,mean+max+min,False,0,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188
F2_static_seed100_evalstatic,100,._graphs_yN30_s100_2026-08-05_21-16-40_1,0,39,30,13,13,13,13,,False,0,,no_change,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04814076423645,2.04814076423645,2.04814076423645,0.0,0.0,,False,mean+max+min,False,0,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188,0.5431193709373474,1.3111714124679565,1.4767299890518188
