band,seed,scenario_id,episode,residual,mean_2hop,mean_degree,summed_propagation,property_fraction,n_structure_events,n_degree_defined
10-15,100,62,16,0.520833333333333,1.4,2.2,-3.24232247530017,0.2972972972972973,15,15
10-15,100,62,17,-2.479166666666667,1.75,1.75,-4.379836267151404,0.25806451612903225,12,12
10-15,100,62,18,-0.47916666666666696,1.8461538461538463,2.3076923076923075,-2.657761449983809,0.3125,13,13
10-15,100,62,19,-0.47916666666666696,3.2857142857142856,2.4285714285714284,-3.013945008715382,0.3333333333333333,14,14
10-15,100,62,20,0.520833333333333,1.375,1.375,-2.8737838487140848,0.3793103448275862,16,16
10-15,100,62,21,-1.479166666666667,2.4285714285714284,2.142857142857143,-1.4319491805217692,0.3333333333333333,14,14
10-15,100,62,22,1.520833333333333,0.38461538461538464,0.46153846153846156,-1.9485072159441186,0.3125,13,13
10-15,100,76,0,1.3888888888888893,0.75,1.25,-1.3619090590509584,0.35294117647058826,16,16
10-15,100,76,1,0.3888888888888893,2.076923076923077,2.3076923076923075,-0.19218762511445658,0.4,13,13
10-15,100,76,2,-0.6111111111111107,2.176470588235294,2.1176470588235294,-2.990347111815936,0.3076923076923077,17,17
10-15,100,76,3,0.3888888888888893,2.0,2.3333333333333335,-2.491402688960079,0.5714285714285714,15,15
10-15,100,76,4,-0.6111111111111107,1.411764705882353,1.1176470588235294,-1.5926720270654182,0.2926829268292683,17,17
10-15,100,76,5,-0.6111111111111107,2.176470588235294,2.588235294117647,-2.161088143009711,0.2926829268292683,17,17
10-15,100,76,6,-1.6111111111111107,2.5294117647058822,2.764705882352941,-1.9703948910537394,0.2926829268292683,17,17
10-15,100,76,7,2.3888888888888893,1.125,1.4375,-3.9613066547826747,0.39285714285714285,16,16
10-15,100,76,8,-0.6111111111111107,1.0666666666666667,0.8,-2.726078398773097,0.41379310344827586,15,15
10-15,100,76,9,-1.6111111111111107,2.5294117647058822,2.411764705882353,-2.321167464077007,0.32432432432432434,17,17
10-15,100,76,10,0.3888888888888893,2.3333333333333335,2.4,-0.751790326408811,0.35294117647058826,15,15
10-15,100,76,11,-3.6111111111111107,3.5294117647058822,2.5294117647058822,-2.3561658742401046,0.36363636363636365,17,17
10-15,123,1,0,-1.619718309859154,3.769230769230769,2.8461538461538463,-2.272536762757235,0.36666666666666664,13,13
10-15,123,1,1,0.3802816901408459,3.0,2.066666666666667,-4.0862722233869135,0.3235294117647059,15,15
10-15,123,1,2,-0.6197183098591541,4.642857142857143,3.0,-1.457523194374517,0.34375,14,14
10-15,123,1,3,-2.619718309859154,1.8666666666666667,1.9333333333333333,-0.8792846005526374,0.2972972972972973,15,15
10-15,123,1,4,1.380281690140846,4.0,2.875,-1.250337492005201,0.2972972972972973,16,16
10-15,123,1,5,1.380281690140846,1.6666666666666667,1.0,-0.4012541069241706,0.4,3,3
10-15,123,1,6,0.3802816901408459,4.363636363636363,3.8181818181818183,0.07238098916423026,0.2894736842105263,11,11
10-15,123,1,7,2.380281690140846,4.071428571428571,3.142857142857143,0.7486884479585572,0.3055555555555556,14,14
10-15,123,1,8,1.380281690140846,2.857142857142857,2.2142857142857144,-1.7478514909744258,0.36666666666666664,14,14
10-15,123,1,9,0.3802816901408459,3.625,3.0625,-4.5546639955136925,0.3793103448275862,16,16
10-15,123,1,10,1.380281690140846,3.0714285714285716,2.5,-0.7780839631741401,0.2894736842105263,14,14
10-15,123,1,11,0.3802816901408459,5.357142857142857,2.642857142857143,-3.225370386382565,0.4230769230769231,14,14
10-15,123,1,12,-1.619718309859154,5.5,3.642857142857143,-2.1296112556010485,0.44,14,14
10-15,123,1,13,-0.6197183098591541,4.375,3.4375,-2.557366916851606,0.28205128205128205,16,16
10-15,123,1,14,-1.619718309859154,4.25,2.4375,-3.0992314946488517,0.3793103448275862,16,16
10-15,123,1,15,-1.619718309859154,3.1875,2.0625,-3.0500391388723074,0.4583333333333333,16,16
10-15,123,1,16,3.380281690140846,2.1666666666666665,1.1666666666666667,-0.5728262399788944,0.36666666666666664,12,12
10-15,123,1,17,-1.619718309859154,4.384615384615385,2.3846153846153846,-0.819320791575592,0.4230769230769231,13,13
10-15,123,1,18,-0.6197183098591541,4.733333333333333,3.0,-2.1699236534623196,0.36666666666666664,15,15
10-15,123,1,19,1.380281690140846,3.8181818181818183,2.090909090909091,-0.0018509954097680748,0.39285714285714285,11,11
10-15,123,1,20,1.380281690140846,3.5833333333333335,2.4166666666666665,-0.04639219661476077,0.4074074074074074,12,12
10-15,123,1,21,0.3802816901408459,3.7142857142857144,2.7142857142857144,-1.449445357196964,0.3235294117647059,14,14
10-15,123,4,0,1.186440677966102,1.8125,1.9375,-2.652929230040172,0.3142857142857143,16,16
10-15,123,4,1,-0.8135593220338979,2.4615384615384617,2.076923076923077,-2.5421885893447325,0.2413793103448276,13,13
10-15,123,4,2,-0.8135593220338979,1.9230769230769231,1.1538461538461537,-0.8422018435958306,0.3142857142857143,13,13
10-15,123,4,3,1.186440677966102,1.9,2.2,-3.2102925330691505,0.21428571428571427,10,10
10-15,123,4,4,0.1864406779661021,1.4285714285714286,1.2142857142857142,-1.6294338638545685,0.4166666666666667,14,14
10-15,123,4,5,1.186440677966102,2.5454545454545454,2.0,-1.2001599458162673,0.2857142857142857,11,11
10-15,123,4,6,1.186440677966102,1.9166666666666667,2.0,-1.3680300162232015,0.4090909090909091,12,12
10-15,123,4,7,-0.8135593220338979,2.1333333333333333,1.8,-2.267544313333928,0.3333333333333333,15,15
10-15,123,4,8,1.186440677966102,0.9166666666666666,1.3333333333333333,-2.1156209800974466,0.28,12,12
10-15,123,4,9,-0.8135593220338979,0.38461538461538464,0.3076923076923077,-1.2632830734728484,0.3125,13,13
10-15,123,4,10,0.1864406779661021,1.2307692307692308,1.7692307692307692,-0.8231211658858225,0.30303030303030304,13,13
10-15,123,4,11,1.186440677966102,2.1,1.5,-1.238374992753961,0.3076923076923077,10,10
10-15,123,4,12,-0.8135593220338979,2.6875,1.9375,-5.001017777205561,0.37037037037037035,16,16
10-15,123,4,13,-0.8135593220338979,2.5,1.5833333333333333,-0.62696186354151,0.29411764705882354,12,12
10-15,123,4,14,1.186440677966102,1.0,1.2307692307692308,-1.0289573062909767,0.2857142857142857,13,13
10-15,123,4,15,0.1864406779661021,1.6153846153846154,1.4615384615384615,-2.6599909679789566,0.2647058823529412,13,13
10-15,123,4,16,4.186440677966102,0.5,1.5,0.07549707277212292,0.2857142857142857,6,6
10-15,123,4,17,0.1864406779661021,1.5333333333333334,1.6666666666666667,-2.363478114479221,0.36666666666666664,15,15
10-15,123,4,18,-0.8135593220338979,1.6153846153846154,1.6923076923076923,-5.379963271028828,0.21052631578947367,13,13
10-15,123,4,19,0.1864406779661021,1.5,2.142857142857143,-1.9566572938056197,0.3548387096774194,14,14
10-15,123,4,20,0.1864406779661021,0.7692307692307693,0.9230769230769231,-2.460793365695281,0.30303030303030304,13,13
10-15,123,4,21,0.1864406779661021,1.2307692307692308,1.0,-0.9868971580872311,0.39285714285714285,13,13
10-15,123,4,22,0.1864406779661021,1.4666666666666666,1.6,-2.58816059151286,0.2631578947368421,15,15
10-15,123,4,23,1.186440677966102,1.4285714285714286,1.2142857142857142,-2.165053039687336,0.29411764705882354,14,14
10-15,123,4,24,0.1864406779661021,0.8461538461538461,0.9230769230769231,-2.326068426307756,0.2647058823529412,13,13
10-15,123,4,25,-0.8135593220338979,1.9333333333333333,1.2666666666666666,-4.571925528580323,0.4,15,15
10-15,123,4,26,0.1864406779661021,2.6153846153846154,2.3076923076923075,-2.037886086589424,0.29411764705882354,13,13
10-15,123,4,27,-0.8135593220338979,2.3333333333333335,1.75,-0.6425463756313545,0.37037037037037035,12,12
10-15,123,4,28,1.186440677966102,0.26666666666666666,0.2,-1.640982360724595,0.2894736842105263,15,15
10-15,123,4,29,0.1864406779661021,1.2142857142857142,1.4285714285714286,-2.4818646260391684,0.391304347826087,14,14
10-15,123,45,0,-1.2962962962962967,2.6153846153846154,2.6153846153846154,-1.496142993622925,0.44,13,13
10-15,123,45,1,0.7037037037037033,1.4615384615384615,1.2307692307692308,-2.43324898078572,0.2727272727272727,13,13
10-15,123,45,2,-0.2962962962962967,1.6923076923076923,1.6923076923076923,-2.3375860311789434,0.2903225806451613,13,13
10-15,123,45,3,-0.2962962962962967,2.769230769230769,2.3846153846153846,-0.3294769405620173,0.2702702702702703,13,13
10-15,123,45,4,0.7037037037037033,1.9285714285714286,1.5,-1.9186678245532673,0.34375,14,14
10-15,123,45,5,-0.2962962962962967,2.75,2.4166666666666665,-0.7914497046149336,0.3,12,12
10-15,123,45,6,-0.2962962962962967,2.176470588235294,1.8235294117647058,-3.6828846579737733,0.3793103448275862,17,17
10-15,123,45,7,-2.2962962962962967,3.8666666666666667,2.3333333333333335,-3.875983418751283,0.3333333333333333,15,15
10-15,123,45,8,-0.2962962962962967,3.357142857142857,2.7857142857142856,0.22285942005692047,0.36666666666666664,14,14
10-15,123,45,9,-0.2962962962962967,2.230769230769231,1.6153846153846154,-0.7749289262064848,0.4074074074074074,13,13
10-15,123,45,10,-3.2962962962962967,1.625,1.5625,-4.059571388468612,0.38461538461538464,16,16
10-15,123,45,11,-2.2962962962962967,3.2941176470588234,1.8235294117647058,-2.6793725056922995,0.3333333333333333,17,17
10-15,123,54,0,0.2833333333333332,3.8666666666666667,2.2666666666666666,-1.0845626557638752,0.5217391304347826,15,15
10-15,123,54,1,0.2833333333333332,4.3125,2.0625,-3.922563953601639,0.36363636363636365,16,16
10-15,123,54,2,1.2833333333333332,5.076923076923077,3.769230769230769,-0.36141075327759903,0.375,13,13
10-15,123,54,3,-0.7166666666666668,5.0625,3.1875,-3.5171855993685313,0.34285714285714286,16,16
10-15,123,54,4,0.2833333333333332,4.0,2.6923076923076925,-1.4847827230551045,0.3870967741935484,13,13
10-15,123,54,5,0.2833333333333332,4.142857142857143,3.857142857142857,-0.36362646758789213,0.36363636363636365,14,14
10-15,123,61,0,2.166666666666666,1.5833333333333333,1.5833333333333333,-3.400533685577102,0.25,12,12
10-15,123,61,1,1.166666666666666,3.142857142857143,1.8571428571428572,-2.5991859633541026,0.2894736842105263,14,14
10-15,123,61,2,0.16666666666666607,3.5384615384615383,3.923076923076923,-3.040099647580064,0.38461538461538464,13,13
10-15,123,61,3,-0.8333333333333339,4.384615384615385,2.4615384615384617,-1.3590074182575336,0.38461538461538464,13,13
10-15,123,61,4,1.166666666666666,2.25,2.5,-2.9598515213292558,0.3333333333333333,16,16
10-15,123,61,5,3.166666666666666,1.8,1.0666666666666667,-1.7195380274752097,0.34375,15,15
10-15,123,61,6,-0.8333333333333339,3.375,3.0,-2.2622942038578913,0.3055555555555556,16,16
10-15,123,61,7,-2.833333333333334,4.588235294117647,2.5294117647058822,-4.780883681069235,0.3548387096774194,17,17
10-15,123,61,8,1.166666666666666,2.8125,2.5,-1.6872833472880302,0.4074074074074074,16,16
10-15,123,61,9,-2.833333333333334,2.1875,1.9375,-5.976697489364597,0.3333333333333333,16,16
10-15,123,61,10,2.166666666666666,2.076923076923077,1.7692307692307692,-0.7549638946038612,0.36666666666666664,13,13
10-15,123,61,11,-1.833333333333334,4.285714285714286,3.5714285714285716,-2.2373536577142668,0.4230769230769231,14,14
10-15,123,61,12,1.166666666666666,3.769230769230769,1.9230769230769231,-2.5280573208583514,0.30303030303030304,13,13
10-15,123,61,13,-1.833333333333334,3.0,2.4615384615384617,-1.7894086648011578,0.3793103448275862,13,13
10-15,123,61,14,3.166666666666666,1.7058823529411764,1.1764705882352942,-2.322056355456879,0.4230769230769231,17,17
10-15,123,61,15,0.16666666666666607,3.076923076923077,2.1538461538461537,-1.64858152011584,0.23076923076923078,13,13
10-15,123,61,16,1.166666666666666,3.2,2.6666666666666665,-1.607671583449701,0.4074074074074074,15,15
10-15,123,61,17,2.166666666666666,1.8571428571428572,1.4285714285714286,-1.7318943579157349,0.29411764705882354,14,14
10-15,123,62,0,-0.5,1.6470588235294117,1.7058823529411764,-4.336394258134533,0.3548387096774194,17,17
10-15,123,62,1,-0.5,2.7333333333333334,2.6,-2.352989489780157,0.36666666666666664,15,15
10-15,123,62,2,-2.5,2.1666666666666665,1.25,-0.7202434936771167,0.4230769230769231,12,12
10-15,123,62,3,-2.5,3.066666666666667,2.466666666666667,-1.6188620135071692,0.39285714285714285,15,15
10-15,123,62,4,-0.5,2.0,1.75,-1.889144217770081,0.3103448275862069,12,12
10-15,123,62,5,-1.5,2.25,2.0,-2.6509056117793084,0.4230769230769231,16,16
10-15,123,62,6,0.5,1.6666666666666667,1.5333333333333334,-3.100220398126112,0.3142857142857143,15,15
10-15,123,62,7,-0.5,1.4166666666666667,1.5833333333333333,-0.6205860259942709,0.39285714285714285,12,12
10-15,123,62,8,0.5,2.75,3.3333333333333335,-0.48163721416494804,0.4074074074074074,12,12
10-15,123,62,9,0.5,1.9285714285714286,2.2142857142857144,-1.9131282284506597,0.3448275862068966,14,14
10-15,123,62,10,-0.5,2.7333333333333334,2.6666666666666665,-4.075100758476765,0.2972972972972973,15,15
10-15,123,62,11,-0.5,1.0666666666666667,1.0666666666666667,-2.5264674240024756,0.36666666666666664,15,15
10-15,123,76,0,-0.5333333333333332,2.2777777777777777,1.8888888888888888,-5.000546596130334,0.3,18,18
10-15,123,76,1,1.4666666666666668,1.0666666666666667,1.6,-1.3941686311154624,0.5,15,15
10-15,123,76,2,0.4666666666666668,2.25,2.1875,-1.5276295759904313,0.3,16,16
10-15,123,76,3,0.4666666666666668,2.3846153846153846,2.3846153846153846,-1.3442398797778878,0.2903225806451613,13,13
10-15,123,76,4,0.4666666666666668,1.6,1.2666666666666666,-1.4755068839876908,0.3,15,15
10-15,123,76,5,-0.5333333333333332,2.5625,2.25,-1.7350365179881981,0.3,16,16
10-15,123,76,6,-0.5333333333333332,2.4444444444444446,1.9444444444444444,-3.9711324417148717,0.3142857142857143,18,18
10-15,123,76,7,0.4666666666666668,2.375,2.4375,-1.7983056470984593,0.4074074074074074,16,16
10-15,123,76,8,-0.5333333333333332,1.588235294117647,2.0,-2.5225756297440967,0.375,17,17
10-15,123,76,9,1.4666666666666668,1.5833333333333333,3.25,-1.0472705894499088,0.3,12,12
10-15,123,76,10,0.4666666666666668,1.5625,1.8125,-2.103606901597231,0.35294117647058826,16,16
10-15,123,76,11,1.4666666666666668,0.9444444444444444,0.7222222222222222,-2.645967304764781,0.26666666666666666,18,18
10-15,123,76,12,-1.5333333333333332,1.6842105263157894,1.368421052631579,-3.938002744165715,0.3333333333333333,19,19
10-15,123,76,13,0.4666666666666668,1.125,1.625,-1.5103061842964969,0.3333333333333333,16,16
10-15,123,76,14,-1.5333333333333332,0.8666666666666667,1.3333333333333333,-1.6182855127262883,0.275,15,15
10-15,123,76,15,0.4666666666666668,1.7333333333333334,1.4,-1.229515725710371,0.42857142857142855,15,15
10-15,123,76,16,-0.5333333333333332,2.9285714285714284,2.2142857142857144,-1.5164388300618152,0.4074074074074074,14,14
10-15,123,76,17,-0.5333333333333332,2.9285714285714284,2.0,-1.6491547609330155,0.2972972972972973,14,14
10-15,123,76,18,1.4666666666666668,2.3529411764705883,1.7647058823529411,-2.432469078950817,0.2857142857142857,17,17
10-15,123,76,19,-1.5333333333333332,0.9090909090909091,0.5454545454545454,-0.4758731464098671,0.47619047619047616,11,11
10-15,123,76,20,-0.5333333333333332,2.0555555555555554,1.7222222222222223,-3.8046932457364164,0.2926829268292683,18,18
10-15,123,76,21,0.4666666666666668,2.923076923076923,3.3076923076923075,-0.6648001478242804,0.4,13,13
10-15,123,76,22,0.4666666666666668,1.7647058823529411,1.5294117647058822,-1.0868985539855196,0.34285714285714286,17,17
10-15,123,76,23,-1.5333333333333332,2.4705882352941178,1.8235294117647058,-3.169560463895324,0.32432432432432434,17,17
10-15,123,76,24,-2.533333333333333,2.5294117647058822,3.0,-2.0493810677871807,0.42857142857142855,17,17
10-15,123,76,25,0.4666666666666668,2.125,1.875,-2.3083871393173467,0.28205128205128205,16,16
10-15,123,76,26,-1.5333333333333332,2.3333333333333335,2.111111111111111,-3.219523797684815,0.3333333333333333,18,18
10-15,123,76,27,1.4666666666666668,1.6428571428571428,2.2142857142857144,-1.4581778028514234,0.2564102564102564,14,14
10-15,123,76,28,-0.5333333333333332,2.357142857142857,2.5,-1.213568627310451,0.3235294117647059,14,14
10-15,123,76,29,-0.5333333333333332,2.3333333333333335,1.5333333333333334,-1.2817036238993746,0.35294117647058826,15,15
10-15,200,1,0,-0.5303030303030303,1.0625,0.75,-5.442766196523735,0.3793103448275862,16,16
10-15,200,1,1,-0.5303030303030303,2.4615384615384617,2.230769230769231,-6.96413632488111,0.2972972972972973,13,13
10-15,200,1,2,4.46969696969697,0.6666666666666666,0.9166666666666666,-0.3316654120571909,0.4230769230769231,12,12
10-15,200,1,3,0.4696969696969697,2.8666666666666667,1.8666666666666667,-2.4225890670204535,0.3333333333333333,15,15
10-15,200,1,4,-1.5303030303030303,5.153846153846154,2.769230769230769,-1.902562869945541,0.2894736842105263,13,13
10-15,200,1,5,-2.5303030303030303,4.769230769230769,2.6153846153846154,-3.798603770628688,0.4230769230769231,13,13
10-15,200,1,6,1.4696969696969697,3.7857142857142856,2.142857142857143,-4.928007544702268,0.3055555555555556,14,14
10-15,200,1,7,0.4696969696969697,2.1538461538461537,2.0,-0.9501984472735898,0.3235294117647059,13,13
10-15,200,1,8,6.46969696969697,0.0,2.0,0.6957602114416657,0.3076923076923077,8,8
10-15,200,1,9,0.4696969696969697,2.0833333333333335,1.6666666666666667,-0.8179413336911237,0.44,12,12
10-15,200,1,10,7.46969696969697,0.0,0.0,0.1424221578054129,0.2857142857142857,8,8
10-15,200,1,11,0.4696969696969697,2.3846153846153846,2.1538461538461537,-3.62399853990064,0.24390243902439024,13,13
10-15,200,29,0,0.20370370370370416,4.333333333333333,3.388888888888889,-3.3554830077191586,0.29545454545454547,18,18
10-15,200,29,1,1.2037037037037042,3.1875,2.625,-0.9634112482162891,0.3333333333333333,16,16
10-15,200,29,2,1.2037037037037042,4.466666666666667,4.133333333333334,-0.9483067293986093,0.3939393939393939,15,15
10-15,200,29,3,0.20370370370370416,5.166666666666667,3.1666666666666665,-5.113528307125307,0.35135135135135137,18,18
10-15,200,29,4,0.20370370370370416,4.714285714285714,3.642857142857143,-1.5994197918771533,0.3055555555555556,14,14
10-15,200,29,5,1.2037037037037042,3.8947368421052633,2.263157894736842,-4.127404737766483,0.325,19,19
10-15,200,29,6,2.203703703703704,4.933333333333334,2.933333333333333,-1.8392829968979638,0.30952380952380953,15,15
10-15,200,29,7,0.20370370370370416,2.3333333333333335,2.3333333333333335,-1.1595036509315135,0.3,15,15
10-15,200,29,8,0.20370370370370416,2.1,1.65,-3.0429638589430397,0.325,20,20
10-15,200,29,9,2.203703703703704,5.583333333333333,4.416666666666667,0.5353988083370492,0.4,12,12
