seed,episode,node_id,was_owned
200,0,Node_36,0
200,0,Node_43,0
200,0,Node_48,0
200,0,Node_22,1
200,0,Node_38,0
200,0,Node_58,0
200,0,Node_32,0
200,0,Node_14,0
200,0,Node_31,1
200,0,Node_34,0
200,0,Node_44,1
200,0,Node_17,0
200,0,Node_54,0
200,0,Node_10,1
200,0,Node_51,0
200,0,Node_45,0
200,0,Node_47,0
200,0,Node_60,0
200,0,Node_23,1
200,0,Node_49,1
200,1,Node_43,0
200,1,Node_53,0
200,1,Node_51,0
200,1,Node_11,0
200,1,Node_18,0
200,1,Node_38,0
200,1,Node_48,0
200,1,Node_13,0
200,1,Node_4,0
200,1,Node_37,1
200,1,Node_32,0
200,1,Node_21,0
200,1,Node_1,0
200,1,Node_47,0
200,1,Node_31,1
200,1,Node_14,0
200,1,Node_59,0
200,1,Node_35,1
200,1,Node_6,0
200,1,Node_54,0
200,1,Node_33,1
200,2,Node_48,0
200,2,Node_60,0
200,2,Node_43,0
200,2,Node_47,0
200,2,Node_13,0
200,2,Node_40,0
200,2,Node_59,0
200,2,Node_6,0
200,2,Node_34,1
200,2,Node_37,1
200,2,Node_57,0
200,2,Node_55,1
200,2,Node_28,1
200,2,Node_11,0
200,2,Node_1,0
200,2,Node_29,0
200,2,Node_10,0
200,2,Node_56,0
200,2,Node_9,0
200,2,Node_31,1
200,2,Node_4,0
200,2,Node_58,0
200,2,Node_36,0
200,2,Node_17,1
200,2,Node_14,0
200,2,Node_12,1
200,2,Node_22,1
200,2,Node_26,1
200,2,Node_30,1
200,3,Node_43,0
200,3,Node_26,0
200,3,Node_1,0
200,3,Node_19,1
200,3,Node_59,0
200,3,Node_53,0
200,3,Node_16,0
200,3,Node_48,0
200,3,Node_51,0
200,3,Node_42,0
200,3,Node_35,1
200,3,Node_57,1
200,3,Node_44,1
200,3,Node_29,0
200,3,Node_28,1
200,3,Node_17,1
200,3,Node_30,1
200,3,Node_25,1
200,3,Node_9,0
200,3,Node_41,1
200,3,Node_36,0
200,3,Node_46,1
200,3,Node_12,1
200,3,Node_49,1
200,3,Node_54,0
200,3,Node_22,1
200,3,Node_23,1
200,3,Node_38,0
200,3,Node_34,1
200,4,Node_43,0
200,4,Node_51,0
200,4,Node_38,0
200,4,Node_36,0
200,4,Node_16,0
200,4,Node_14,0
200,4,Node_54,0
200,4,Node_8,0
200,4,Node_52,0
200,4,Node_1,0
200,4,Node_32,0
200,4,Node_42,1
200,4,Node_25,0
200,4,Node_22,1
200,4,Node_59,0
200,4,Node_47,0
200,4,Node_39,1
200,4,Node_50,0
200,4,Node_60,0
200,4,Node_58,0
200,4,Node_33,1
200,4,Node_53,1
200,4,Node_48,0
200,4,Node_41,0
200,4,Node_4,0
200,4,Node_9,0
200,5,Node_43,0
200,5,Node_24,0
200,5,Node_17,0
200,5,Node_14,0
200,5,Node_56,0
200,5,Node_11,0
200,5,Node_51,0
200,5,Node_59,0
200,5,Node_47,0
200,5,Node_33,0
200,5,Node_20,0
200,5,Node_48,0
200,5,Node_60,0
