arm,band_topo,seed,eval_cond,episode,root_owned,reachable,n_discovered,won,score
2,scalability_80_100_100,100,membership,0,26,81,53,0,0.32098765432098764
2,scalability_80_100_100,100,membership,1,31,75,73,0,0.41333333333333333
2,scalability_80_100_100,100,membership,2,31,75,73,0,0.41333333333333333
2,scalability_80_100_100,100,membership,3,33,80,78,0,0.4125
2,scalability_80_100_100,100,membership,4,32,69,67,0,0.463768115942029
2,scalability_80_100_100,100,membership,5,33,75,73,0,0.44
2,scalability_80_100_100,100,membership,6,35,71,69,0,0.49295774647887325
2,scalability_80_100_100,100,membership,7,33,73,71,0,0.4520547945205479
2,scalability_80_100_100,100,membership,8,34,74,72,0,0.4594594594594595
2,scalability_80_100_100,100,membership,9,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,10,32,79,64,0,0.4050632911392405
2,scalability_80_100_100,100,membership,11,30,77,75,0,0.38961038961038963
2,scalability_80_100_100,100,membership,12,21,70,69,0,0.3
2,scalability_80_100_100,100,membership,13,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,14,25,70,68,0,0.35714285714285715
2,scalability_80_100_100,100,membership,15,32,77,64,0,0.4155844155844156
2,scalability_80_100_100,100,membership,16,34,78,76,0,0.4358974358974359
2,scalability_80_100_100,100,membership,17,43,81,79,0,0.5308641975308642
2,scalability_80_100_100,100,membership,18,23,76,73,0,0.3026315789473684
2,scalability_80_100_100,100,membership,19,21,66,64,0,0.3181818181818182
2,scalability_80_100_100,100,membership,20,21,74,31,0,0.28378378378378377
2,scalability_80_100_100,100,membership,21,22,62,59,0,0.3548387096774194
2,scalability_80_100_100,100,membership,22,39,75,71,0,0.52
2,scalability_80_100_100,100,membership,23,26,75,73,0,0.3466666666666667
2,scalability_80_100_100,100,membership,24,34,76,74,0,0.4473684210526316
2,scalability_80_100_100,100,membership,25,31,70,68,0,0.44285714285714284
2,scalability_80_100_100,100,membership,26,25,69,67,0,0.36231884057971014
2,scalability_80_100_100,100,membership,27,32,74,72,0,0.43243243243243246
2,scalability_80_100_100,100,membership,28,28,78,76,0,0.358974358974359
2,scalability_80_100_100,100,membership,29,32,77,75,0,0.4155844155844156
2,scalability_80_100_100,100,membership,30,36,76,74,0,0.47368421052631576
2,scalability_80_100_100,100,membership,31,30,72,70,0,0.4166666666666667
2,scalability_80_100_100,100,membership,32,33,71,69,0,0.4647887323943662
2,scalability_80_100_100,100,membership,33,15,72,70,0,0.20833333333333334
2,scalability_80_100_100,100,membership,34,35,81,79,0,0.43209876543209874
2,scalability_80_100_100,100,membership,35,31,77,75,0,0.4025974025974026
2,scalability_80_100_100,100,membership,36,32,75,73,0,0.4266666666666667
2,scalability_80_100_100,100,membership,37,25,75,73,0,0.3333333333333333
2,scalability_80_100_100,100,membership,38,34,73,71,0,0.4657534246575342
2,scalability_80_100_100,100,membership,39,36,81,79,0,0.4444444444444444
2,scalability_80_100_100,100,membership,40,33,81,79,0,0.4074074074074074
2,scalability_80_100_100,100,membership,41,18,72,70,0,0.25
2,scalability_80_100_100,100,membership,42,36,76,71,0,0.47368421052631576
2,scalability_80_100_100,100,membership,43,27,72,50,0,0.375
2,scalability_80_100_100,100,membership,44,30,68,66,0,0.4411764705882353
2,scalability_80_100_100,100,membership,45,28,73,66,0,0.3835616438356164
2,scalability_80_100_100,100,membership,46,31,75,73,0,0.41333333333333333
2,scalability_80_100_100,100,membership,47,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,48,28,67,65,0,0.417910447761194
2,scalability_80_100_100,100,membership,49,37,76,74,0,0.4868421052631579
2,scalability_80_100_100,100,membership,50,28,70,68,0,0.4
2,scalability_80_100_100,100,membership,51,27,71,69,0,0.38028169014084506
2,scalability_80_100_100,100,membership,52,29,69,67,0,0.42028985507246375
2,scalability_80_100_100,100,membership,53,24,74,72,0,0.32432432432432434
2,scalability_80_100_100,100,membership,54,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,55,26,75,73,0,0.3466666666666667
2,scalability_80_100_100,100,membership,56,29,79,77,0,0.3670886075949367
2,scalability_80_100_100,100,membership,57,34,78,76,0,0.4358974358974359
2,scalability_80_100_100,100,membership,58,33,80,78,0,0.4125
2,scalability_80_100_100,100,membership,59,35,70,68,0,0.5
2,scalability_80_100_100,100,membership,60,37,81,79,0,0.4567901234567901
2,scalability_80_100_100,100,membership,61,34,77,75,0,0.44155844155844154
2,scalability_80_100_100,100,membership,62,24,76,74,0,0.3157894736842105
2,scalability_80_100_100,100,membership,63,33,72,70,0,0.4583333333333333
2,scalability_80_100_100,100,membership,64,33,75,73,0,0.44
2,scalability_80_100_100,100,membership,65,32,71,69,0,0.4507042253521127
2,scalability_80_100_100,100,membership,66,32,76,75,0,0.42105263157894735
2,scalability_80_100_100,100,membership,67,29,70,68,0,0.4142857142857143
2,scalability_80_100_100,100,membership,68,26,78,54,0,0.3333333333333333
2,scalability_80_100_100,100,membership,69,29,78,76,0,0.3717948717948718
2,scalability_80_100_100,100,membership,70,33,74,72,0,0.44594594594594594
2,scalability_80_100_100,100,membership,71,33,73,70,0,0.4520547945205479
2,scalability_80_100_100,100,membership,72,30,73,71,0,0.410958904109589
2,scalability_80_100_100,100,membership,73,36,74,72,0,0.4864864864864865
2,scalability_80_100_100,100,membership,74,28,75,73,0,0.37333333333333335
2,scalability_80_100_100,100,membership,75,26,72,70,0,0.3611111111111111
2,scalability_80_100_100,100,membership,76,31,76,74,0,0.40789473684210525
2,scalability_80_100_100,100,membership,77,25,76,74,0,0.32894736842105265
2,scalability_80_100_100,100,membership,78,28,83,81,0,0.3373493975903614
2,scalability_80_100_100,100,membership,79,30,75,73,0,0.4
2,scalability_80_100_100,100,membership,80,36,72,70,0,0.5
2,scalability_80_100_100,100,membership,81,31,67,65,0,0.4626865671641791
2,scalability_80_100_100,100,membership,82,31,76,74,0,0.40789473684210525
2,scalability_80_100_100,100,membership,83,23,72,70,0,0.3194444444444444
2,scalability_80_100_100,100,membership,84,36,78,73,0,0.46153846153846156
2,scalability_80_100_100,100,membership,85,28,71,69,0,0.39436619718309857
2,scalability_80_100_100,100,membership,86,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,87,31,72,69,0,0.4305555555555556
2,scalability_80_100_100,100,membership,88,24,69,62,0,0.34782608695652173
2,scalability_80_100_100,100,membership,89,32,75,73,0,0.4266666666666667
2,scalability_80_100_100,100,membership,90,25,69,63,0,0.36231884057971014
2,scalability_80_100_100,100,membership,91,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,92,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,93,27,69,67,0,0.391304347826087
2,scalability_80_100_100,100,membership,94,30,74,72,0,0.40540540540540543
2,scalability_80_100_100,100,membership,95,29,80,78,0,0.3625
2,scalability_80_100_100,100,membership,96,24,75,73,0,0.32
2,scalability_80_100_100,100,membership,97,32,74,71,0,0.43243243243243246
2,scalability_80_100_100,100,membership,98,42,80,78,0,0.525
2,scalability_80_100_100,100,membership,99,30,66,64,0,0.45454545454545453
2,scalability_80_100_100,100,membership,100,30,76,74,0,0.39473684210526316
2,scalability_80_100_100,100,membership,101,27,74,72,0,0.36486486486486486
2,scalability_80_100_100,100,membership,102,25,69,67,0,0.36231884057971014
2,scalability_80_100_100,100,membership,103,35,70,68,0,0.5
2,scalability_80_100_100,100,membership,104,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,105,24,74,72,0,0.32432432432432434
2,scalability_80_100_100,100,membership,106,35,75,73,0,0.4666666666666667
2,scalability_80_100_100,100,membership,107,38,79,77,0,0.4810126582278481
2,scalability_80_100_100,100,membership,108,35,78,76,0,0.44871794871794873
2,scalability_80_100_100,100,membership,109,35,77,75,0,0.45454545454545453
2,scalability_80_100_100,100,membership,110,26,77,75,0,0.33766233766233766
2,scalability_80_100_100,100,membership,111,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,112,27,79,74,0,0.34177215189873417
2,scalability_80_100_100,100,membership,113,34,75,73,0,0.4533333333333333
2,scalability_80_100_100,100,membership,114,34,74,72,0,0.4594594594594595
2,scalability_80_100_100,100,membership,115,31,75,73,0,0.41333333333333333
2,scalability_80_100_100,100,membership,116,35,72,70,0,0.4861111111111111
2,scalability_80_100_100,100,membership,117,32,79,77,0,0.4050632911392405
2,scalability_80_100_100,100,membership,118,30,69,67,0,0.43478260869565216
2,scalability_80_100_100,100,membership,119,37,76,67,0,0.4868421052631579
2,scalability_80_100_100,100,membership,120,19,71,67,0,0.2676056338028169
2,scalability_80_100_100,100,membership,121,32,71,69,0,0.4507042253521127
2,scalability_80_100_100,100,membership,122,36,73,71,0,0.4931506849315068
2,scalability_80_100_100,100,membership,123,31,69,67,0,0.4492753623188406
2,scalability_80_100_100,100,membership,124,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,125,23,65,63,0,0.35384615384615387
2,scalability_80_100_100,100,membership,126,31,71,69,0,0.43661971830985913
2,scalability_80_100_100,100,membership,127,34,72,69,0,0.4722222222222222
2,scalability_80_100_100,100,membership,128,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,129,22,75,73,0,0.29333333333333333
2,scalability_80_100_100,100,membership,130,30,74,72,0,0.40540540540540543
2,scalability_80_100_100,100,membership,131,25,68,66,0,0.36764705882352944
2,scalability_80_100_100,100,membership,132,31,71,69,0,0.43661971830985913
2,scalability_80_100_100,100,membership,133,21,72,70,0,0.2916666666666667
2,scalability_80_100_100,100,membership,134,29,75,73,0,0.38666666666666666
2,scalability_80_100_100,100,membership,135,26,71,69,0,0.36619718309859156
2,scalability_80_100_100,100,membership,136,34,71,69,0,0.4788732394366197
2,scalability_80_100_100,100,membership,137,25,74,72,0,0.33783783783783783
2,scalability_80_100_100,100,membership,138,34,72,68,0,0.4722222222222222
2,scalability_80_100_100,100,membership,139,27,76,74,0,0.35526315789473684
2,scalability_80_100_100,100,membership,140,31,71,69,0,0.43661971830985913
2,scalability_80_100_100,100,membership,141,31,77,73,0,0.4025974025974026
2,scalability_80_100_100,100,membership,142,31,69,67,0,0.4492753623188406
2,scalability_80_100_100,100,membership,143,34,75,73,0,0.4533333333333333
2,scalability_80_100_100,100,membership,144,26,69,67,0,0.37681159420289856
2,scalability_80_100_100,100,membership,145,34,76,74,0,0.4473684210526316
2,scalability_80_100_100,100,membership,146,30,78,76,0,0.38461538461538464
2,scalability_80_100_100,100,membership,147,33,71,69,0,0.4647887323943662
2,scalability_80_100_100,100,membership,148,28,75,73,0,0.37333333333333335
2,scalability_80_100_100,100,membership,149,32,73,71,0,0.4383561643835616
2,scalability_80_100_100,100,membership,150,28,73,71,0,0.3835616438356164
2,scalability_80_100_100,100,membership,151,29,78,76,0,0.3717948717948718
2,scalability_80_100_100,100,membership,152,38,76,74,0,0.5
2,scalability_80_100_100,100,membership,153,29,74,72,0,0.3918918918918919
2,scalability_80_100_100,100,membership,154,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,155,26,67,65,0,0.3880597014925373
2,scalability_80_100_100,100,membership,156,35,80,78,0,0.4375
2,scalability_80_100_100,100,membership,157,25,79,77,0,0.31645569620253167
2,scalability_80_100_100,100,membership,158,37,77,75,0,0.4805194805194805
2,scalability_80_100_100,100,membership,159,18,75,66,0,0.24
2,scalability_80_100_100,100,membership,160,32,77,75,0,0.4155844155844156
2,scalability_80_100_100,100,membership,161,27,72,70,0,0.375
2,scalability_80_100_100,100,membership,162,21,74,72,0,0.28378378378378377
2,scalability_80_100_100,100,membership,163,22,72,70,0,0.3055555555555556
2,scalability_80_100_100,100,membership,164,30,72,70,0,0.4166666666666667
2,scalability_80_100_100,100,membership,165,34,80,78,0,0.425
2,scalability_80_100_100,100,membership,166,31,71,69,0,0.43661971830985913
2,scalability_80_100_100,100,membership,167,34,69,67,0,0.4927536231884058
2,scalability_80_100_100,100,membership,168,32,74,72,0,0.43243243243243246
2,scalability_80_100_100,100,membership,169,35,74,72,0,0.47297297297297297
2,scalability_80_100_100,100,membership,170,39,80,78,0,0.4875
2,scalability_80_100_100,100,membership,171,35,74,72,0,0.47297297297297297
2,scalability_80_100_100,100,membership,172,34,77,75,0,0.44155844155844154
2,scalability_80_100_100,100,membership,173,35,70,64,0,0.5
2,scalability_80_100_100,100,membership,174,40,78,76,0,0.5128205128205128
2,scalability_80_100_100,100,membership,175,27,71,69,0,0.38028169014084506
2,scalability_80_100_100,100,membership,176,30,77,75,0,0.38961038961038963
2,scalability_80_100_100,100,membership,177,29,73,71,0,0.3972602739726027
2,scalability_80_100_100,100,membership,178,33,76,74,0,0.4342105263157895
2,scalability_80_100_100,100,membership,179,29,73,71,0,0.3972602739726027
2,scalability_80_100_100,100,membership,180,28,74,70,0,0.3783783783783784
2,scalability_80_100_100,100,membership,181,35,67,65,0,0.5223880597014925
2,scalability_80_100_100,100,membership,182,36,72,70,0,0.5
2,scalability_80_100_100,100,membership,183,35,72,70,0,0.4861111111111111
2,scalability_80_100_100,100,membership,184,26,74,72,0,0.35135135135135137
2,scalability_80_100_100,100,membership,185,40,77,75,0,0.5194805194805194
2,scalability_80_100_100,100,membership,186,31,73,71,0,0.4246575342465753
2,scalability_80_100_100,100,membership,187,32,75,73,0,0.4266666666666667
2,scalability_80_100_100,100,membership,188,21,66,64,0,0.3181818181818182
2,scalability_80_100_100,100,membership,189,28,63,61,0,0.4444444444444444
2,scalability_80_100_100,100,membership,190,26,76,74,0,0.34210526315789475
2,scalability_80_100_100,100,membership,191,29,75,73,0,0.38666666666666666
2,scalability_80_100_100,100,membership,192,33,73,71,0,0.4520547945205479
2,scalability_80_100_100,100,membership,193,29,77,75,0,0.37662337662337664
2,scalability_80_100_100,100,membership,194,23,76,34,0,0.3026315789473684
2,scalability_80_100_100,100,membership,195,0,86,1,0,0.0
2,scalability_80_100_100,100,membership,196,36,71,68,0,0.5070422535211268
2,scalability_80_100_100,100,membership,197,26,71,69,0,0.36619718309859156
2,scalability_80_100_100,100,membership,198,32,78,76,0,0.41025641025641024
2,scalability_80_100_100,100,membership,199,34,74,72,0,0.4594594594594595
