run_id,seed,scenario_id,episode,step,departing_node,N,total_survivors,departing_node_degree,prop_norm,direct_norm,ratio,eligible_for_ratio
80-100_seed100,100,10,0,22,Node_80,72,71,0,0.0,0.00365549908007992,0.0,True
80-100_seed100,100,10,0,39,Node_23,71,70,0,0.0,0.007238064454651061,0.0,True
80-100_seed100,100,10,0,57,Node_82,70,69,0,0.0,0.009697859486088456,0.0,True
80-100_seed100,100,10,0,88,Node_78,69,68,0,0.0,0.010908256631382498,0.0,True
80-100_seed100,100,10,0,97,Node_36,68,67,0,0.0,0.009315117924366463,0.0,True
80-100_seed100,100,10,0,123,Node_37,74,73,0,0.0,0.009633432659671362,0.0,True
80-100_seed100,100,10,0,177,Node_77,73,72,0,0.0,0.009823313593579564,0.0,True
80-100_seed100,100,10,0,192,Node_18,72,71,3,0.02004823070313538,0.010526033211854236,1.9046330464317185,True
80-100_seed100,100,10,0,193,Node_7,71,70,0,0.0,0.009873763854445413,0.0,True
80-100_seed100,100,10,0,195,Node_46,70,69,4,0.04645041439862338,0.012618445401880245,3.6811519104961943,True
80-100_seed100,100,10,0,198,Node_68,69,68,0,0.0,0.014877306835351508,0.0,True
80-100_seed100,100,10,0,223,Node_8,68,67,0,0.0,0.012401342697567702,0.0,True
80-100_seed100,100,10,0,245,Node_73,67,66,1,0.0,0.013469997095527162,0.0,True
80-100_seed100,100,10,0,275,Node_60,66,65,4,0.03840666818513344,0.015208157336760949,2.52539918773048,True
80-100_seed100,100,10,0,282,Node_12,65,64,3,0.0,0.01430566273402791,0.0,True
80-100_seed100,100,10,1,12,Node_36,66,65,0,0.0,0.0054766048412112755,0.0,True
80-100_seed100,100,10,1,26,Node_37,76,75,0,0.0,0.005529824370155844,0.0,True
80-100_seed100,100,10,1,29,Node_82,75,74,0,0.0,0.008085447161127298,0.0,True
80-100_seed100,100,10,1,39,Node_78,80,79,0,0.0,0.007112649233011515,0.0,True
80-100_seed100,100,10,1,60,Node_23,79,78,0,0.0,0.006798156525949154,0.0,True
80-100_seed100,100,10,1,84,Node_24,79,78,0,0.0,0.007255548548331307,0.0,True
80-100_seed100,100,10,1,100,Node_4,78,77,3,0.03251100727958517,0.010713145016452442,3.0346837674331124,True
80-100_seed100,100,10,1,108,Node_51,75,74,1,0.0,0.009325853752047298,0.0,True
80-100_seed100,100,10,1,172,Node_35,74,73,0,0.0,0.0077903120270100676,0.0,True
80-100_seed100,100,10,1,178,Node_48,71,70,0,0.0,0.008192150015888331,0.0,True
80-100_seed100,100,10,1,214,Node_30,70,69,2,0.0,0.018459012378772482,0.0,True
80-100_seed100,100,10,1,268,Node_33,69,68,0,0.0,0.011773144470831604,0.0,True
80-100_seed100,100,10,1,292,Node_3,68,67,2,0.05307515373929459,0.02145092250780933,2.474259730320329,True
80-100_seed100,100,10,2,17,Node_78,69,68,0,0.0,0.007170241041493278,0.0,True
80-100_seed100,100,10,2,29,Node_75,64,63,0,0.0,0.004850668944563894,0.0,True
80-100_seed100,100,10,2,103,Node_39,77,76,0,0.0,0.010876298197034517,0.0,True
80-100_seed100,100,10,2,128,Node_74,76,75,0,0.0,0.006800538081483982,0.0,True
80-100_seed100,100,10,2,135,Node_66,75,74,0,0.0,0.007205774611963485,0.0,True
80-100_seed100,100,10,2,143,Node_69,74,73,1,0.0,0.01404003043175475,0.0,True
80-100_seed100,100,10,2,148,Node_33,73,72,0,0.0,0.009742339887938597,0.0,True
80-100_seed100,100,10,2,250,Node_25,68,67,4,0.06411490539525648,0.013691870407725269,4.682698819518579,True
80-100_seed100,100,10,2,291,Node_1,67,66,3,0.05121624478264803,0.01946263248412688,2.63151682201359,True
80-100_seed100,100,10,3,1,Node_23,69,68,0,0.0,0.005969824877127552,0.0,True
80-100_seed100,100,10,3,21,Node_78,81,80,0,0.0,0.0068328628790484455,0.0,True
80-100_seed100,100,10,3,29,Node_37,80,79,0,0.0,0.006216769186451057,0.0,True
80-100_seed100,100,10,3,37,Node_36,79,78,0,0.0,0.005712893529584629,0.0,True
