run_id,seed,scenario_id,episode,step,departing_node,N,total_survivors,departing_node_degree,prop_norm,direct_norm,ratio,eligible_for_ratio
10-15_seed100,100,1,0,11,Node_1,8,7,0,0.0,0.09240590014797043,0.0,True
10-15_seed100,100,1,0,41,Node_7,7,6,2,0.05472393039239756,0.17992051608991236,0.30415614395553514,True
10-15_seed100,100,1,0,68,JoinNode_1_15_Node_11,7,6,2,0.0,0.09270221667902084,0.0,True
10-15_seed100,100,1,0,89,JoinNode_0_20_Node_9,9,8,0,0.0,0.20025777770419995,0.0,True
10-15_seed100,100,1,0,91,JoinNode_2_13_Node_8,8,7,0,0.0,0.24982971239271082,0.0,True
10-15_seed100,100,1,0,115,Node_6,7,6,2,0.0,0.13876805058221942,0.0,True
10-15_seed100,100,1,0,213,Node_3,6,5,2,0.0,0.11900289326728794,0.0,True
10-15_seed100,100,1,0,222,Node_9,5,4,3,0.0,0.2878231638741852,0.0,True
10-15_seed100,100,1,1,31,Node_1,10,9,1,0.0,0.060873913589889105,0.0,True
10-15_seed100,100,1,1,53,Node_6,9,8,0,0.0,0.09550183871397928,0.0,True
10-15_seed100,100,1,1,80,Node_7,8,7,0,0.0,0.1757009770405072,0.0,True
10-15_seed100,100,1,1,105,Node_4,7,6,3,0.3083884545003625,0.08256702202508129,3.7350075966974283,True
10-15_seed100,100,1,1,109,Node_2,6,5,5,0.5348205937003406,0.06435067109462748,8.311033662941734,True
10-15_seed100,100,1,1,148,Node_10,5,4,2,0.3272106844370534,0.17117083251612714,1.9116030437383351,True
10-15_seed100,100,1,2,10,Node_4,5,4,0,0.0,0.19890633917793799,0.0,True
10-15_seed100,100,1,2,29,Node_8,4,3,4,0.5843367614917682,0.12918436854172655,4.52327760771635,True
10-15_seed100,100,1,2,32,Node_5,3,2,1,9.485224110975393e-08,0.2776320540620685,3.416472980045323e-07,True
10-15_seed100,100,1,2,61,JoinNode_2_5_Node_11,3,2,0,0.0,0.3992629102601861,0.0,True
10-15_seed100,100,1,2,94,Node_7,2,1,2,2.330763831315599e-07,0.5023771534150712,4.6394701977816425e-07,True
10-15_seed100,100,1,3,17,Node_8,5,4,0,0.0,0.17550059232623458,0.0,True
10-15_seed100,100,1,3,52,Node_5,4,3,1,3.238792122872403e-07,0.19866913665772454,1.6302442228116837e-06,True
10-15_seed100,100,1,3,62,Node_7,3,2,2,0.44776777540474666,0.0923562317973029,4.8482681318947325,True
10-15_seed100,100,1,3,78,Node_3,4,3,0,2.0295939193203146e-07,0.36784456630104895,5.517531330500251e-07,True
10-15_seed100,100,1,3,156,JoinNode_1_15_Node_14,8,7,2,0.0,0.08133567209956984,0.0,True
10-15_seed100,100,1,3,168,Node_6,7,6,3,0.17908636435142022,0.04438835789900412,4.034534567800224,True
10-15_seed100,100,1,3,172,JoinNode_2_5_Node_4,6,5,3,0.0,0.2815184945055145,0.0,True
10-15_seed100,100,1,3,211,Node_1,5,4,1,0.0,0.21600377329171955,0.0,True
10-15_seed100,100,1,4,94,JoinNode_0_20_Node_1,12,11,4,0.19146433500670507,0.11624660449198268,1.6470531405492366,True
10-15_seed100,100,1,4,115,JoinNode_1_9_Node_10,12,11,0,0.0,0.06977235138519382,0.0,True
10-15_seed100,100,1,4,129,Node_8,11,10,0,0.0,0.058142601543571475,0.0,True
10-15_seed100,100,1,4,158,JoinNode_2_19_Node_7,10,9,3,0.0,0.10302043863165124,0.0,True
10-15_seed100,100,1,4,185,Node_7,9,8,4,0.29334064929005055,0.10289560537815608,2.8508569264156782,True
10-15_seed100,100,1,5,9,Node_3,7,6,0,0.0,0.1433510044616075,0.0,True
10-15_seed100,100,1,5,16,JoinNode_0_15_Node_7,10,9,0,0.0,0.08965525891779952,0.0,True
10-15_seed100,100,1,5,38,Node_7,9,8,1,0.0,0.043853160001830746,0.0,True
10-15_seed100,100,1,5,48,Node_5,8,7,3,0.0,0.26727295813820195,0.0,True
10-15_seed100,100,1,5,98,Node_1,7,6,1,0.0,0.07643676218661588,0.0,True
