band,seed,topo,episode,att_strength,n_valid_events,behavioural_residual_episode,root_owned_departures,final_root_owned_count,root_owned_static_cell
30-40,300,92,5,0.7285381436634523,13,-0.5853658536585371,1,22,22.414634146341463
30-40,300,92,6,0.5796145722270012,16,2.414634146341463,0,20,22.414634146341463
30-40,300,92,7,0.7365559198893606,10,4.414634146341463,1,17,22.414634146341463
30-40,300,92,8,0.7384639686594406,15,3.414634146341463,4,15,22.414634146341463
30-40,300,92,9,0.7293752713128925,10,3.414634146341463,2,17,22.414634146341463
30-40,300,92,10,0.8359749531373382,10,6.414634146341463,0,16,22.414634146341463
30-40,300,92,11,0.6687740836292505,10,1.414634146341463,1,20,22.414634146341463
30-40,300,92,12,0.7305659521371126,13,3.414634146341463,0,19,22.414634146341463
30-40,300,92,13,0.5757274315027254,14,3.414634146341463,3,16,22.414634146341463
30-40,300,92,14,0.7998900723389604,11,0.4146341463414629,4,18,22.414634146341463
30-40,300,92,15,0.706797741014849,11,21.414634146341463,0,1,22.414634146341463
30-40,300,92,16,0.5914417789317667,12,21.414634146341463,0,1,22.414634146341463
30-40,300,92,17,0.4679501434788108,10,21.414634146341463,0,1,22.414634146341463
30-40,300,92,18,0.6376197760781417,13,8.414634146341463,0,14,22.414634146341463
30-40,300,92,19,0.7576953582465649,10,1.414634146341463,2,19,22.414634146341463
30-40,300,92,20,0.6985512817544597,14,3.414634146341463,1,18,22.414634146341463
30-40,300,92,21,0.6683833464980126,10,9.414634146341463,1,12,22.414634146341463
30-40,300,92,22,0.6867316050285642,11,-0.5853658536585371,2,21,22.414634146341463
30-40,300,92,23,0.6908012423664331,14,5.414634146341463,4,13,22.414634146341463
30-40,300,92,24,0.6589403959612051,12,4.414634146341463,0,18,22.414634146341463
30-40,300,92,25,0.711316186003387,14,10.414634146341463,2,10,22.414634146341463
30-40,300,92,26,0.5566692779270502,13,21.414634146341463,0,1,22.414634146341463
30-40,300,92,27,0.6208993955873526,13,6.414634146341463,2,14,22.414634146341463
30-40,300,92,28,0.537302711357673,15,5.414634146341463,1,16,22.414634146341463
30-40,300,92,29,0.7226253051310778,10,7.414634146341463,0,15,22.414634146341463
80-100,42,10,0,0.8226734049385414,12,-0.8611111111111107,1,29,29.13888888888889
80-100,42,10,1,0.7908084651526923,13,5.138888888888889,1,23,29.13888888888889
80-100,42,10,2,0.9857467995413268,12,2.1388888888888893,1,26,29.13888888888889
80-100,42,10,3,0.9225545471068471,10,3.1388888888888893,1,25,29.13888888888889
80-100,42,10,4,0.7813629728312103,13,-0.8611111111111107,0,30,29.13888888888889
80-100,42,10,5,0.9203038236490734,23,2.1388888888888893,1,26,29.13888888888889
80-100,42,10,6,0.821991945267655,12,0.13888888888888928,0,29,29.13888888888889
80-100,42,10,7,0.8818873140078626,19,4.138888888888889,0,25,29.13888888888889
80-100,42,10,8,0.7763531267992221,16,-1.8611111111111107,3,28,29.13888888888889
80-100,42,10,9,0.756079439073801,11,3.1388888888888893,0,26,29.13888888888889
80-100,42,10,10,0.9062822633846239,11,1.1388888888888893,0,28,29.13888888888889
80-100,42,10,11,0.7985632563941181,10,-4.861111111111111,0,34,29.13888888888889
80-100,42,10,12,0.7560201856307686,15,1.1388888888888893,0,28,29.13888888888889
80-100,42,10,13,1.102283265790902,12,-4.861111111111111,0,34,29.13888888888889
80-100,42,10,14,0.6213162804022432,15,-0.8611111111111107,0,30,29.13888888888889
80-100,42,10,15,0.7789644120261073,10,0.13888888888888928,0,29,29.13888888888889
80-100,42,10,16,0.8904051805924004,12,2.1388888888888893,0,27,29.13888888888889
80-100,42,10,17,1.0036447714415513,14,4.138888888888889,1,24,29.13888888888889
80-100,42,10,18,1.113492193739288,13,3.1388888888888893,0,26,29.13888888888889
80-100,42,10,19,0.7720995058634263,17,0.13888888888888928,1,28,29.13888888888889
80-100,42,10,20,0.8265419614172596,17,4.138888888888889,0,25,29.13888888888889
80-100,42,10,21,0.8196162539534271,13,7.138888888888889,0,22,29.13888888888889
80-100,42,10,22,0.967068511312111,13,4.138888888888889,0,25,29.13888888888889
80-100,42,10,23,0.805463469085785,13,-3.8611111111111107,0,33,29.13888888888889
80-100,42,10,24,0.796599620161578,10,-0.8611111111111107,1,29,29.13888888888889
80-100,42,10,25,0.8935358550399541,15,3.1388888888888893,0,26,29.13888888888889
80-100,42,10,26,0.7760220561998293,17,0.13888888888888928,1,28,29.13888888888889
80-100,42,10,27,0.7960716665838845,8,3.1388888888888893,0,26,29.13888888888889
80-100,42,10,28,0.8622629699440529,13,6.138888888888889,0,23,29.13888888888889
80-100,42,10,29,0.7233930457072953,15,0.13888888888888928,1,28,29.13888888888889
80-100,42,100,0,0.8114203880964355,11,-2.9166666666666643,0,35,32.083333333333336
80-100,42,100,1,0.7185250679454342,11,5.083333333333336,0,27,32.083333333333336
80-100,42,100,2,0.784918628865853,9,-3.9166666666666643,1,35,32.083333333333336
80-100,42,100,3,0.6469300889410079,15,-8.916666666666664,0,41,32.083333333333336
80-100,42,100,4,0.8514896037677924,15,-0.9166666666666643,0,33,32.083333333333336
80-100,42,100,5,0.8516571938267185,18,-3.9166666666666643,3,33,32.083333333333336
80-100,42,100,6,0.7182157181513806,15,8.083333333333336,0,24,32.083333333333336
80-100,42,100,7,0.6342884928453714,14,12.083333333333336,0,20,32.083333333333336
80-100,42,100,8,0.7416002012958581,11,3.0833333333333357,0,29,32.083333333333336
80-100,42,100,9,0.660123934575285,13,4.083333333333336,0,28,32.083333333333336
80-100,42,100,10,0.8236572900269594,9,-5.916666666666664,0,38,32.083333333333336
80-100,42,100,11,0.8496214388869703,13,4.083333333333336,0,28,32.083333333333336
80-100,42,100,12,0.541723140127336,18,6.083333333333336,0,26,32.083333333333336
80-100,42,100,13,0.7252633955110522,17,-4.916666666666664,0,37,32.083333333333336
80-100,42,100,14,0.8729240141401533,16,-2.9166666666666643,0,35,32.083333333333336
80-100,42,100,15,0.7287779758529117,12,-1.9166666666666643,0,34,32.083333333333336
80-100,42,100,16,0.7544110648405666,13,-3.9166666666666643,1,35,32.083333333333336
80-100,42,100,17,0.6097430040895501,17,2.0833333333333357,1,29,32.083333333333336
80-100,42,100,18,0.637590420859245,12,5.083333333333336,0,27,32.083333333333336
80-100,42,100,19,0.8036019117571414,13,-0.9166666666666643,0,33,32.083333333333336
80-100,42,100,20,0.8055048536625691,16,-0.9166666666666643,0,33,32.083333333333336
80-100,42,100,21,0.7436605681598719,14,1.0833333333333357,0,31,32.083333333333336
80-100,42,100,22,0.7049684069352224,16,8.083333333333336,0,24,32.083333333333336
80-100,42,100,23,0.6909593977848999,20,3.0833333333333357,0,29,32.083333333333336
80-100,42,100,24,0.712410400263392,13,0.0833333333333357,0,32,32.083333333333336
80-100,42,100,25,0.7787227013614029,16,5.083333333333336,0,27,32.083333333333336
80-100,42,100,26,0.7984387880035987,18,-0.9166666666666643,0,33,32.083333333333336
80-100,42,100,27,0.9969627222638916,11,1.0833333333333357,0,31,32.083333333333336
80-100,42,100,28,0.7017812526498276,13,2.0833333333333357,2,28,32.083333333333336
80-100,42,17,0,0.6880057118522624,15,-3.169811320754718,1,35,32.83018867924528
80-100,42,17,1,0.8165333325741813,16,3.830188679245282,1,28,32.83018867924528
80-100,42,17,2,0.773891558094571,15,5.830188679245282,0,27,32.83018867924528
80-100,42,17,3,0.66999819695663,13,31.830188679245282,0,1,32.83018867924528
80-100,42,17,4,0.9012067816220224,14,3.830188679245282,0,29,32.83018867924528
80-100,42,17,5,0.7096458416846063,18,5.830188679245282,1,26,32.83018867924528
80-100,42,17,6,0.6841168255234759,15,1.830188679245282,0,31,32.83018867924528
80-100,42,17,7,0.6916579647222534,16,-0.16981132075471805,0,33,32.83018867924528
80-100,42,17,8,0.7382090264931321,15,-6.169811320754718,0,39,32.83018867924528
80-100,42,17,9,0.7662378832797653,14,-13.169811320754718,0,46,32.83018867924528
80-100,42,17,10,0.7445555194539742,18,3.830188679245282,0,29,32.83018867924528
80-100,42,17,11,0.779549999223826,19,5.830188679245282,0,27,32.83018867924528
80-100,42,17,12,0.8818470866729816,15,4.830188679245282,0,28,32.83018867924528
80-100,42,17,13,0.6628792046282727,13,-3.169811320754718,0,36,32.83018867924528
80-100,42,17,14,0.6579710799269378,16,1.830188679245282,0,31,32.83018867924528
80-100,42,17,15,0.665424797218293,16,2.830188679245282,0,30,32.83018867924528
80-100,42,17,16,0.937934954330558,16,11.830188679245282,0,21,32.83018867924528
80-100,42,17,17,0.8869276550132781,10,-1.169811320754718,0,34,32.83018867924528
80-100,42,17,18,0.7763969267585448,14,-1.169811320754718,0,34,32.83018867924528
80-100,42,17,19,0.8234366055888435,9,0.830188679245282,0,32,32.83018867924528
80-100,42,17,20,0.7945640032246176,14,6.830188679245282,0,26,32.83018867924528
80-100,42,17,21,0.6694883627817034,15,-3.169811320754718,0,36,32.83018867924528
80-100,42,17,22,0.7558511415263638,12,5.830188679245282,0,27,32.83018867924528
80-100,42,17,23,0.6794829798551897,15,-4.169811320754718,0,37,32.83018867924528
80-100,42,17,24,0.9303110217941659,14,-4.169811320754718,0,37,32.83018867924528
80-100,42,17,25,0.7400980292295571,16,5.830188679245282,0,27,32.83018867924528
80-100,42,17,26,0.742838454976057,12,5.830188679245282,0,27,32.83018867924528
80-100,42,17,27,0.6857419822934188,18,9.830188679245282,0,23,32.83018867924528
80-100,42,17,28,0.8511405275340247,17,3.830188679245282,0,29,32.83018867924528
80-100,42,17,29,0.7470034483121708,16,6.830188679245282,0,26,32.83018867924528
80-100,42,17,30,0.7478119992495825,18,-2.169811320754718,0,35,32.83018867924528
80-100,42,17,31,0.6919831475601174,13,2.830188679245282,0,30,32.83018867924528
80-100,42,17,32,0.8453370838736495,12,-3.169811320754718,0,36,32.83018867924528
80-100,42,17,33,0.717643024555097,12,0.830188679245282,0,32,32.83018867924528
80-100,42,17,34,0.7187716393412924,19,-0.16981132075471805,0,33,32.83018867924528
80-100,42,17,35,0.8548604377799414,11,-2.169811320754718,1,34,32.83018867924528
80-100,42,17,36,0.5033779240745517,7,1.830188679245282,0,31,32.83018867924528
80-100,42,17,37,0.7794674949642891,12,19.830188679245282,0,13,32.83018867924528
80-100,42,17,38,0.6444591076578945,12,-3.169811320754718,0,36,32.83018867924528
80-100,42,17,39,0.6809389240806922,12,-7.169811320754718,0,40,32.83018867924528
80-100,42,17,40,0.7858346610511135,18,2.830188679245282,0,30,32.83018867924528
80-100,42,18,0,0.8019811061813551,17,-1.8666666666666671,0,30,28.133333333333333
80-100,42,18,1,0.6791724372993816,11,5.133333333333333,0,23,28.133333333333333
80-100,42,18,2,0.8925220435152629,14,6.133333333333333,0,22,28.133333333333333
80-100,42,18,3,0.7790431264952263,17,6.133333333333333,0,22,28.133333333333333
80-100,42,18,4,0.7827069216750955,19,5.133333333333333,0,23,28.133333333333333
80-100,42,18,5,0.9222305653882878,14,-3.866666666666667,0,32,28.133333333333333
80-100,42,18,6,0.7675350863331308,9,-2.866666666666667,0,31,28.133333333333333
80-100,42,18,7,0.9697954377043061,16,-1.8666666666666671,0,30,28.133333333333333
80-100,42,18,8,0.7620622120961985,17,-2.866666666666667,1,30,28.133333333333333
80-100,42,18,9,1.1311999343049068,13,3.133333333333333,0,25,28.133333333333333
80-100,42,18,10,0.715916873246897,16,3.133333333333333,1,24,28.133333333333333
80-100,42,18,11,0.8080996769454537,18,9.133333333333333,0,19,28.133333333333333
80-100,42,18,12,0.8781028552136073,12,0.13333333333333286,1,27,28.133333333333333
80-100,42,18,13,0.776578817731486,13,2.133333333333333,1,25,28.133333333333333
80-100,42,18,14,0.823777554925376,24,-5.866666666666667,0,34,28.133333333333333
80-100,42,18,15,0.7152164040366188,20,4.133333333333333,0,24,28.133333333333333
80-100,42,18,16,0.7734711678190664,11,0.13333333333333286,0,28,28.133333333333333
80-100,42,18,17,0.8479005144635106,17,-1.8666666666666671,0,30,28.133333333333333
80-100,42,18,18,0.6555946462787687,20,2.133333333333333,0,26,28.133333333333333
80-100,42,18,19,0.8075070502236485,20,-3.866666666666667,0,32,28.133333333333333
80-100,42,18,20,1.0166125095162828,13,27.133333333333333,0,1,28.133333333333333
80-100,42,18,21,0.670642878433379,12,5.133333333333333,1,22,28.133333333333333
80-100,42,18,22,0.9655661530711729,23,3.133333333333333,0,25,28.133333333333333
80-100,42,18,23,0.6863246818693975,15,-0.8666666666666671,0,29,28.133333333333333
80-100,42,18,24,0.9403013469508061,13,1.1333333333333329,1,26,28.133333333333333
80-100,42,18,25,1.0277216681900123,15,2.133333333333333,0,26,28.133333333333333
80-100,42,18,26,0.7860246546876927,15,2.133333333333333,2,24,28.133333333333333
80-100,42,18,27,0.7322030326520855,11,1.1333333333333329,0,27,28.133333333333333
80-100,42,18,28,0.8742669630580797,13,2.133333333333333,0,26,28.133333333333333
80-100,42,18,29,0.7078003136870953,13,1.1333333333333329,0,27,28.133333333333333
80-100,42,18,30,0.6431696633143085,14,2.133333333333333,0,26,28.133333333333333
80-100,42,18,31,0.7160994694826918,18,2.133333333333333,1,25,28.133333333333333
80-100,42,18,32,0.9797350813169032,16,10.133333333333333,0,18,28.133333333333333
80-100,42,18,33,0.7248649228907501,12,3.133333333333333,2,23,28.133333333333333
80-100,42,18,34,0.7533376554880912,12,-4.866666666666667,0,33,28.133333333333333
80-100,42,18,35,0.7770430989024278,19,4.133333333333333,0,24,28.133333333333333
80-100,42,18,36,0.7968226842438946,13,6.133333333333333,0,22,28.133333333333333
80-100,42,18,37,0.6981067038473806,14,-1.8666666666666671,0,30,28.133333333333333
80-100,42,18,38,0.8031547157404323,15,1.1333333333333329,1,26,28.133333333333333
80-100,42,18,39,0.55684148434263,13,5.133333333333333,0,23,28.133333333333333
80-100,42,18,40,0.9795524414577004,18,-0.8666666666666671,1,28,28.133333333333333
80-100,42,18,41,0.7172573927397791,19,1.1333333333333329,1,26,28.133333333333333
80-100,42,18,42,0.766956280276645,16,-0.8666666666666671,0,29,28.133333333333333
80-100,42,18,43,0.7190318423980737,17,2.133333333333333,1,25,28.133333333333333
80-100,42,18,44,0.7809786628349684,16,-0.8666666666666671,0,29,28.133333333333333
80-100,42,18,45,0.8352289527709431,17,-1.8666666666666671,0,30,28.133333333333333
80-100,42,18,46,0.7853082780561903,17,4.133333333333333,0,24,28.133333333333333
80-100,42,18,47,0.7531886589325344,12,-1.8666666666666671,3,27,28.133333333333333
80-100,42,18,48,0.756986119877547,15,-2.866666666666667,0,31,28.133333333333333
80-100,42,18,49,0.7225293546843414,13,-1.8666666666666671,3,27,28.133333333333333
80-100,42,18,50,0.674290160095552,16,4.133333333333333,0,24,28.133333333333333
80-100,42,18,51,0.6972984219901264,10,-2.866666666666667,2,29,28.133333333333333
80-100,42,18,52,0.8969868738204241,13,0.13333333333333286,1,27,28.133333333333333
80-100,42,18,53,0.7565891050661986,13,5.133333333333333,0,23,28.133333333333333
80-100,42,2,0,0.6213243668182538,13,-5.633333333333333,1,34,29.366666666666667
80-100,42,2,1,0.6614150534005603,16,0.36666666666666714,0,29,29.366666666666667
80-100,42,2,2,0.7304542388301343,12,15.366666666666667,0,14,29.366666666666667
80-100,42,2,3,0.8143091235648502,11,1.3666666666666671,0,28,29.366666666666667
80-100,42,2,4,0.6530486333649606,12,4.366666666666667,0,25,29.366666666666667
80-100,42,2,5,0.7264891599916155,16,-0.6333333333333329,0,30,29.366666666666667
80-100,42,2,6,0.6962279636354651,16,3.366666666666667,0,26,29.366666666666667
80-100,42,2,7,0.6630872152197886,17,3.366666666666667,0,26,29.366666666666667
80-100,42,2,8,0.7206277743053551,13,3.366666666666667,0,26,29.366666666666667
80-100,42,2,9,0.7533118512636672,15,-0.6333333333333329,0,30,29.366666666666667
80-100,42,2,10,0.6732426934087505,13,4.366666666666667,1,24,29.366666666666667
80-100,42,2,11,0.7599678954963262,12,-0.6333333333333329,1,29,29.366666666666667
80-100,42,2,12,0.8367462271879262,17,-2.633333333333333,0,32,29.366666666666667
80-100,42,2,13,0.6937825712142512,20,-3.633333333333333,0,33,29.366666666666667
80-100,42,2,14,0.725851223571226,16,3.366666666666667,0,26,29.366666666666667
80-100,42,2,15,0.6239858864185711,15,-1.6333333333333329,0,31,29.366666666666667
80-100,42,2,16,0.7938259004149586,12,2.366666666666667,0,27,29.366666666666667
80-100,42,2,17,0.664687790395692,10,-0.6333333333333329,2,28,29.366666666666667
80-100,42,2,18,0.8267222087392035,17,-2.633333333333333,0,32,29.366666666666667
80-100,42,2,19,0.6684883565176278,16,-0.6333333333333329,0,30,29.366666666666667
80-100,42,2,20,0.8415666669607162,9,-3.633333333333333,0,33,29.366666666666667
80-100,42,2,21,0.45273567237891255,10,-2.633333333333333,1,31,29.366666666666667
80-100,42,2,22,0.7952505519846454,20,-7.633333333333333,0,37,29.366666666666667
80-100,42,2,23,0.8380512605470262,19,-4.633333333333333,0,34,29.366666666666667
80-100,42,2,24,0.6493414376862348,15,-0.6333333333333329,0,30,29.366666666666667
80-100,42,2,25,0.6036939393573751,18,-4.633333333333333,0,34,29.366666666666667
80-100,42,2,26,0.7632380292218711,14,1.3666666666666671,0,28,29.366666666666667
80-100,42,2,27,0.7797999711008743,20,-3.633333333333333,0,33,29.366666666666667
80-100,42,2,28,0.812802859976028,13,-0.6333333333333329,0,30,29.366666666666667
80-100,42,2,29,0.7036239717466136,15,4.366666666666667,1,24,29.366666666666667
80-100,42,2,30,0.5116755172784906,16,-2.633333333333333,2,30,29.366666666666667
80-100,42,2,31,0.6844633324071765,6,4.366666666666667,0,25,29.366666666666667
80-100,42,2,32,1.0064180111089214,11,-2.633333333333333,1,31,29.366666666666667
80-100,42,2,33,0.7947907435994309,13,-0.6333333333333329,0,30,29.366666666666667
80-100,42,2,34,0.6274544798569488,14,-1.6333333333333329,2,29,29.366666666666667
80-100,42,2,35,0.6395852898131125,16,-4.633333333333333,2,32,29.366666666666667
80-100,42,2,36,0.8925080019049346,15,0.36666666666666714,0,29,29.366666666666667
80-100,42,2,37,0.7476976362734356,11,3.366666666666667,0,26,29.366666666666667
80-100,42,2,38,0.750792437726084,17,2.366666666666667,0,27,29.366666666666667
80-100,42,2,39,0.7188758190329138,19,-0.6333333333333329,1,29,29.366666666666667
80-100,42,2,40,0.696530821474476,9,3.366666666666667,0,26,29.366666666666667
80-100,42,5,0,0.7029753787299762,13,-3.6388888888888893,1,22,19.36111111111111
80-100,42,5,1,0.6812593072342376,12,16.36111111111111,0,3,19.36111111111111
80-100,42,5,2,0.8112445774604566,24,1.3611111111111107,1,17,19.36111111111111
80-100,42,5,3,0.6946899300285926,12,-5.638888888888889,2,23,19.36111111111111
80-100,42,5,4,0.6612024642194488,14,-4.638888888888889,0,24,19.36111111111111
80-100,42,5,5,0.7615731794919286,14,-4.638888888888889,0,24,19.36111111111111
80-100,42,5,6,0.7292828267381992,16,4.361111111111111,0,15,19.36111111111111
80-100,42,5,7,0.7714963779241467,12,-0.6388888888888893,0,20,19.36111111111111
80-100,42,5,8,0.7975157028330224,14,-9.63888888888889,1,28,19.36111111111111
80-100,42,5,9,0.7541725423807899,15,-0.6388888888888893,0,20,19.36111111111111
80-100,42,5,10,0.6636241688005006,12,-1.6388888888888893,0,21,19.36111111111111
80-100,42,5,11,0.6244130496951666,11,-5.638888888888889,0,25,19.36111111111111
80-100,42,5,12,0.7065739635727368,16,-0.6388888888888893,0,20,19.36111111111111
80-100,42,5,13,0.6692312419763766,16,2.3611111111111107,0,17,19.36111111111111
80-100,42,5,14,0.8294300558562908,18,0.3611111111111107,1,18,19.36111111111111
80-100,42,5,15,0.7350380258996867,18,1.3611111111111107,0,18,19.36111111111111
80-100,42,5,16,0.8366397812496871,14,2.3611111111111107,0,17,19.36111111111111
80-100,42,5,17,0.6428437753437231,13,-5.638888888888889,0,25,19.36111111111111
80-100,42,5,18,0.8445891205293055,13,-0.6388888888888893,1,19,19.36111111111111
80-100,42,5,20,0.7127714155552288,9,1.3611111111111107,0,18,19.36111111111111
80-100,42,5,21,0.7110968082699747,21,2.3611111111111107,0,17,19.36111111111111
80-100,42,5,22,0.7185667558417966,15,-1.6388888888888893,1,20,19.36111111111111
80-100,42,5,23,0.7786485666409135,15,-2.6388888888888893,1,21,19.36111111111111
80-100,42,5,24,0.7589527221529612,14,2.3611111111111107,0,17,19.36111111111111
80-100,42,5,25,0.8914359650308532,7,-7.638888888888889,0,27,19.36111111111111
80-100,42,5,26,0.6853632213858266,15,2.3611111111111107,0,17,19.36111111111111
80-100,42,5,27,0.6374171047271895,14,-0.6388888888888893,0,20,19.36111111111111
80-100,42,5,28,0.8203762626508251,8,-2.6388888888888893,0,22,19.36111111111111
80-100,42,5,29,0.7668379306172332,9,2.3611111111111107,0,17,19.36111111111111
80-100,42,67,0,0.67968146855128,16,2.3333333333333286,1,27,30.33333333333333
80-100,42,67,1,0.7161947988788597,16,-3.6666666666666714,1,33,30.33333333333333
80-100,42,67,2,0.676549225132196,13,-0.6666666666666714,0,31,30.33333333333333
80-100,42,67,3,0.8117580244683528,14,1.3333333333333286,0,29,30.33333333333333
80-100,42,67,4,0.8250926971202717,20,6.333333333333329,2,22,30.33333333333333
80-100,42,67,5,0.9666141060610803,13,3.3333333333333286,2,25,30.33333333333333
80-100,42,67,6,0.8590355063167711,15,3.3333333333333286,0,27,30.33333333333333
80-100,42,67,7,0.8258102995395247,9,3.3333333333333286,0,27,30.33333333333333
80-100,42,67,8,0.9975427232760316,12,2.3333333333333286,0,28,30.33333333333333
80-100,42,67,9,0.8698573798562089,12,1.3333333333333286,1,28,30.33333333333333
80-100,42,67,10,0.7532465459339114,18,2.3333333333333286,0,28,30.33333333333333
80-100,42,67,11,0.8637344979215413,12,5.333333333333329,0,25,30.33333333333333
80-100,42,67,12,0.7844564430914553,14,6.333333333333329,0,24,30.33333333333333
80-100,42,67,13,0.7656309292103876,17,5.333333333333329,1,24,30.33333333333333
80-100,42,67,14,0.9777140645310283,13,6.333333333333329,1,23,30.33333333333333
80-100,42,67,15,0.8577798703918234,12,2.3333333333333286,0,28,30.33333333333333
80-100,42,67,16,0.875710560486799,19,-4.666666666666671,1,34,30.33333333333333
80-100,42,67,17,0.6638771229742193,19,-4.666666666666671,2,33,30.33333333333333
80-100,42,67,18,0.7806418582331389,18,4.333333333333329,0,26,30.33333333333333
80-100,42,67,19,0.7022326203922813,13,1.3333333333333286,1,28,30.33333333333333
80-100,42,67,20,0.6328716611356607,14,2.3333333333333286,0,28,30.33333333333333
80-100,42,67,21,0.7997041276299998,17,6.333333333333329,0,24,30.33333333333333
80-100,42,67,22,0.7254206109244157,17,29.33333333333333,0,1,30.33333333333333
80-100,42,67,23,0.864442332304622,19,1.3333333333333286,0,29,30.33333333333333
80-100,42,67,24,0.8309514691883867,11,3.3333333333333286,0,27,30.33333333333333
80-100,42,67,25,0.7067530037333759,13,8.333333333333329,0,22,30.33333333333333
80-100,42,67,26,0.7267852893370824,12,0.3333333333333286,0,30,30.33333333333333
80-100,42,67,27,0.7683238634943135,9,-4.666666666666671,0,35,30.33333333333333
80-100,42,67,28,0.7791504720613981,12,3.3333333333333286,0,27,30.33333333333333
80-100,42,67,29,0.7674106254513996,12,0.3333333333333286,0,30,30.33333333333333
80-100,42,67,30,0.6684982228236129,13,11.333333333333329,0,19,30.33333333333333
80-100,42,67,31,0.9010211889166385,15,3.3333333333333286,0,27,30.33333333333333
80-100,42,67,32,0.5044031157874718,13,-1.6666666666666714,0,32,30.33333333333333
80-100,42,67,33,0.7824743783899716,14,2.3333333333333286,2,26,30.33333333333333
80-100,42,67,34,0.6914437745088855,13,4.333333333333329,1,25,30.33333333333333
80-100,42,67,35,0.7570553743613085,14,1.3333333333333286,0,29,30.33333333333333
80-100,42,67,36,0.7273793274429269,13,1.3333333333333286,3,26,30.33333333333333
80-100,42,67,37,0.8403220093343406,10,1.3333333333333286,1,28,30.33333333333333
80-100,42,67,38,0.7484150549474483,12,4.333333333333329,1,25,30.33333333333333
80-100,42,67,39,0.6953200137650128,16,0.3333333333333286,0,30,30.33333333333333
80-100,42,67,40,0.9585678848602316,17,-1.6666666666666714,0,32,30.33333333333333
80-100,42,67,41,0.636079271176928,19,3.3333333333333286,0,27,30.33333333333333
80-100,42,67,42,0.7264870301199456,18,0.3333333333333286,0,30,30.33333333333333
80-100,42,67,43,0.6297419201034833,17,8.333333333333329,1,21,30.33333333333333
80-100,42,67,44,0.89454130616246,9,-0.6666666666666714,0,31,30.33333333333333
80-100,42,67,45,0.6418703999370337,12,3.3333333333333286,0,27,30.33333333333333
80-100,42,67,46,0.7203658334328793,16,-2.6666666666666714,0,33,30.33333333333333
80-100,42,67,47,0.8911722854961857,13,-3.6666666666666714,1,33,30.33333333333333
80-100,42,90,0,1.0366148370376322,16,0.9661016949152526,1,26,27.966101694915253
80-100,42,90,1,0.8356635895557701,10,-2.0338983050847474,0,30,27.966101694915253
80-100,42,90,2,0.8392394217662513,14,-4.0338983050847474,1,31,27.966101694915253
80-100,42,90,3,1.0147672090679407,15,-1.0338983050847474,1,28,27.966101694915253
80-100,42,90,4,0.7205100235296413,16,-0.03389830508474745,0,28,27.966101694915253
80-100,42,90,5,0.7576970657023291,15,-2.0338983050847474,0,30,27.966101694915253
80-100,42,90,6,0.7535839790167908,15,-2.0338983050847474,0,30,27.966101694915253
80-100,42,90,7,0.810314198278568,11,0.9661016949152526,0,27,27.966101694915253
80-100,42,90,8,0.867855084164498,13,-5.0338983050847474,0,33,27.966101694915253
80-100,42,90,9,0.946238767557467,15,1.9661016949152526,0,26,27.966101694915253
80-100,42,90,10,0.7941171083599329,20,2.9661016949152526,2,23,27.966101694915253
80-100,42,90,11,0.782406105970343,9,0.9661016949152526,0,27,27.966101694915253
80-100,42,90,12,0.9574606739915907,13,-2.0338983050847474,1,29,27.966101694915253
80-100,42,90,13,0.7044768018027147,15,-2.0338983050847474,4,26,27.966101694915253
80-100,42,90,14,0.9863015911541879,19,-2.0338983050847474,0,30,27.966101694915253
80-100,42,90,15,0.7755559006656864,19,0.9661016949152526,1,26,27.966101694915253
80-100,42,90,16,0.7676680640184453,14,-0.03389830508474745,2,26,27.966101694915253
80-100,42,90,17,0.7778563004519258,14,-4.0338983050847474,0,32,27.966101694915253
80-100,42,90,18,0.7639456629753113,15,-3.0338983050847474,1,30,27.966101694915253
80-100,42,90,19,0.7623932582015792,15,-2.0338983050847474,0,30,27.966101694915253
80-100,42,90,20,0.8212462287181272,13,1.9661016949152526,0,26,27.966101694915253
80-100,42,90,21,0.7123610854281911,14,-4.0338983050847474,3,29,27.966101694915253
80-100,42,90,22,0.687918877840275,16,5.9661016949152526,1,21,27.966101694915253
80-100,42,90,23,0.8391825925957944,14,2.9661016949152526,1,24,27.966101694915253
80-100,42,90,24,0.7551885773893445,20,-1.0338983050847474,0,29,27.966101694915253
80-100,42,90,25,0.7535749013639159,9,1.9661016949152526,1,25,27.966101694915253
80-100,42,90,26,0.8283421527594328,18,0.9661016949152526,0,27,27.966101694915253
80-100,42,90,27,0.7324669958402713,15,0.9661016949152526,0,27,27.966101694915253
80-100,42,90,28,0.6983824433758855,15,-3.0338983050847474,0,31,27.966101694915253
80-100,42,90,29,0.7576284073293209,13,-2.0338983050847474,2,28,27.966101694915253
80-100,42,90,30,0.7933374270796776,18,-0.03389830508474745,0,28,27.966101694915253
80-100,42,90,31,0.6820468335962769,22,2.9661016949152526,0,25,27.966101694915253
80-100,42,90,32,0.7089822977238024,12,7.9661016949152526,3,17,27.966101694915253
80-100,42,90,33,0.7572392189642414,20,0.9661016949152526,2,25,27.966101694915253
80-100,42,90,34,0.7822802947510196,23,-3.0338983050847474,0,31,27.966101694915253
80-100,42,90,35,0.8307590095381088,17,2.9661016949152526,2,23,27.966101694915253
