stage,seed,stop,pre,fin,delta_pct,within,cell_mean_abs,cell_n_within,cell_need,cell_converged
1,42,253952,8371.441487630209,8526.790120442709,1.8556975288192112,True,1.7093516171608258,5,4,True
1,100,253952,9174.143880208334,9415.855061848959,2.63470013983622,True,1.7093516171608258,5,4,True
1,123,253952,12969.186930338541,13121.797932942709,1.1767198932661556,True,1.7093516171608258,5,4,True
1,200,253952,10479.251302083334,10645.901123046875,1.590283658245796,True,1.7093516171608258,5,4,True
1,300,253952,10799.257405598959,10660.016438802084,-1.289356865636747,True,1.7093516171608258,5,4,True
