arm,band_topo,seed,eval_cond,episode,root_owned,reachable,n_discovered,won,score
2,scalability_80_100_67,300,membership,0,23,55,53,0,0.41818181818181815
2,scalability_80_100_67,300,membership,1,29,60,58,0,0.48333333333333334
2,scalability_80_100_67,300,membership,2,21,57,54,0,0.3684210526315789
2,scalability_80_100_67,300,membership,3,27,57,55,0,0.47368421052631576
2,scalability_80_100_67,300,membership,4,23,55,53,0,0.41818181818181815
2,scalability_80_100_67,300,membership,5,26,53,51,0,0.49056603773584906
2,scalability_80_100_67,300,membership,6,25,56,54,0,0.44642857142857145
2,scalability_80_100_67,300,membership,7,20,50,49,0,0.4
2,scalability_80_100_67,300,membership,8,37,61,59,0,0.6065573770491803
2,scalability_80_100_67,300,membership,9,25,53,51,0,0.4716981132075472
2,scalability_80_100_67,300,membership,10,31,53,51,0,0.5849056603773585
2,scalability_80_100_67,300,membership,11,24,53,51,0,0.4528301886792453
2,scalability_80_100_67,300,membership,12,26,54,44,0,0.48148148148148145
2,scalability_80_100_67,300,membership,13,24,58,56,0,0.41379310344827586
2,scalability_80_100_67,300,membership,14,25,46,44,0,0.5434782608695652
2,scalability_80_100_67,300,membership,15,31,59,57,0,0.5254237288135594
2,scalability_80_100_67,300,membership,16,21,52,50,0,0.40384615384615385
2,scalability_80_100_67,300,membership,17,24,56,54,0,0.42857142857142855
2,scalability_80_100_67,300,membership,18,23,48,46,0,0.4791666666666667
2,scalability_80_100_67,300,membership,19,27,57,55,0,0.47368421052631576
2,scalability_80_100_67,300,membership,20,27,49,46,0,0.5510204081632653
2,scalability_80_100_67,300,membership,21,24,49,47,0,0.4897959183673469
2,scalability_80_100_67,300,membership,22,21,53,50,0,0.39622641509433965
2,scalability_80_100_67,300,membership,23,22,60,58,0,0.36666666666666664
2,scalability_80_100_67,300,membership,24,24,50,48,0,0.48
2,scalability_80_100_67,300,membership,25,26,57,55,0,0.45614035087719296
2,scalability_80_100_67,300,membership,26,21,55,51,0,0.38181818181818183
2,scalability_80_100_67,300,membership,27,27,46,43,0,0.5869565217391305
2,scalability_80_100_67,300,membership,28,26,55,53,0,0.4727272727272727
2,scalability_80_100_67,300,membership,29,18,52,50,0,0.34615384615384615
2,scalability_80_100_67,300,membership,30,27,60,58,0,0.45
2,scalability_80_100_67,300,membership,31,21,52,50,0,0.40384615384615385
2,scalability_80_100_67,300,membership,32,23,52,51,0,0.4423076923076923
2,scalability_80_100_67,300,membership,33,30,60,58,0,0.5
2,scalability_80_100_67,300,membership,34,19,49,47,0,0.3877551020408163
2,scalability_80_100_67,300,membership,35,30,57,55,0,0.5263157894736842
2,scalability_80_100_67,300,membership,36,19,55,53,0,0.34545454545454546
2,scalability_80_100_67,300,membership,37,28,64,62,0,0.4375
2,scalability_80_100_67,300,membership,38,22,50,49,0,0.44
2,scalability_80_100_67,300,membership,39,33,57,53,0,0.5789473684210527
2,scalability_80_100_67,300,membership,40,26,51,49,0,0.5098039215686274
2,scalability_80_100_67,300,membership,41,22,57,52,0,0.38596491228070173
2,scalability_80_100_67,300,membership,42,22,54,50,0,0.4074074074074074
2,scalability_80_100_67,300,membership,43,25,54,52,0,0.46296296296296297
