seed,n30_robustness,n90_robustness,point_difference_n90_minus_n30,ci_lo,ci_hi,n_resamples,rng_seed,contains_zero,reported_ci_lo,reported_ci_hi
42,0.6802372607171744,0.6804669260700389,-0.02228535524263142,-0.05744056250070136,0.01167911005942912,10000,11,True,-0.0693,0.0088
100,0.7685761047463175,0.648567571621419,-0.02228535524263142,-0.05744056250070136,0.01167911005942912,10000,11,True,-0.0693,0.0088
123,0.6740389678778306,0.6754826254826256,-0.02228535524263142,-0.05744056250070136,0.01167911005942912,10000,11,True,-0.0693,0.0088
200,0.6983460225781045,0.6924064563462949,-0.02228535524263142,-0.05744056250070136,0.01167911005942912,10000,11,True,-0.0693,0.0088
300,0.7065568950308734,0.7194048952167653,-0.02228535524263142,-0.05744056250070136,0.01167911005942912,10000,11,True,-0.0693,0.0088
