band,seed,topo,n_static_ep,n_change_ep,network_size,network_size_fixed,ownable_count,ownable_count_fixed,root_owned_static,cost,mechanical,behavioural_residual,conquest,relative_fragility,source,degree,population,n_mech_removal_episodes
80-100,100,100.0,48,48,88,True,83,True,33.1875,4.020833333333332,0.6666666666666666,3.3541666666666656,0.3998493975903614,0.101067168863779,main_study,54.5,,
80-100,100,17.0,54,30,92,True,80,True,33.24074074074074,-0.0259259259259252,0.4333333333333333,-0.4592592592592586,0.4155092592592592,-0.0138161559888579,main_study,56.619565217391305,,
80-100,100,18.0,30,71,95,True,92,True,28.666666666666668,1.5821596244131475,0.7323943661971831,0.8497652582159646,0.3115942028985507,0.0296429741238127,main_study,59.95789473684211,,
80-100,100,2.0,54,30,84,True,76,True,32.0,-0.56666666666667,0.3666666666666666,-0.9333333333333368,0.4210526315789473,-0.0291666666666667,main_study,50.94047619047619,,
80-100,100,5.0,78,42,85,True,78,True,23.08974358974359,0.1373626373626386,0.3333333333333333,-0.1959706959706946,0.2960223537146614,-0.0084873482985642,main_study,59.247058823529414,,
80-100,100,67.0,59,54,80,True,73,True,31.372881355932204,2.261770244821093,0.5,1.7617702448210937,0.4297654980264686,0.056155831682574,main_study,42.4625,,
80-100,100,90.0,30,72,83,True,79,True,30.166666666666668,3.083333333333336,0.6111111111111112,2.4722222222222245,0.3818565400843882,0.0819521178637201,main_study,50.63855421686747,,
80-100,123,10.0,66,77,84,True,78,True,28.40909090909091,2.629870129870131,0.5974025974025974,2.0324675324675336,0.3642191142191142,0.0715428571428571,main_study,63.07142857142857,,
80-100,123,100.0,60,66,88,True,83,True,31.383333333333333,3.034848484848485,0.803030303030303,2.2318181818181824,0.3781124497991968,0.0711147588471008,main_study,54.5,,
80-100,123,17.0,71,59,92,True,80,True,33.070422535211264,0.3585581284316035,0.1864406779661017,0.1721174504655018,0.4133802816901408,0.0052045736725087,main_study,56.619565217391305,,
80-100,123,18.0,36,48,95,True,92,True,28.72222222222222,2.8055555555555536,0.75,2.0555555555555536,0.3121980676328502,0.0715667311411991,main_study,59.95789473684211,,
80-100,123,2.0,42,42,84,True,76,True,30.73809523809524,0.6904761904761898,0.4523809523809524,0.2380952380952374,0.4044486215538847,0.0077459333849728,main_study,50.94047619047619,,
80-100,123,5.0,35,18,85,True,78,True,22.4,1.12222222222222,0.1666666666666666,0.9555555555555534,0.2871794871794871,0.04265873015873,main_study,59.247058823529414,,
80-100,123,67.0,48,36,80,True,73,True,31.39583333333333,2.6180555555555536,0.4166666666666667,2.201388888888887,0.4300799086757991,0.0701172307011722,main_study,42.4625,,
80-100,123,90.0,42,54,83,True,79,True,25.547619047619047,0.6587301587301582,0.6296296296296297,0.0291005291005285,0.3233875828812537,0.0011390701045873,main_study,50.63855421686747,,
80-100,200,10.0,6,48,84,True,78,True,30.166666666666668,1.7708333333333357,0.6041666666666666,1.1666666666666692,0.3867521367521367,0.0386740331491713,main_study,63.07142857142857,,
