N,total_survivors,two_hop_survivors,coverage_frac,full_coverage,prop_allsurv_norm,prop_2hoponly_norm,denom_ratio,direct_norm,hbar_check_diff
28,27,3,0.1111111111111111,False,0.053066849294659345,0.477601643651934,9.0,,
27,26,7,0.2692307692307692,False,0.09010605337610937,0.3346796268255491,3.7142857142857144,,
33,32,5,0.15625,False,0.07198856084141363,0.4607267893850472,6.4,,
30,29,13,0.4482758620689655,False,0.11054984024348832,0.2466111820816278,2.230769230769231,,
29,28,7,0.25,False,0.0,0.0,4.0,,
31,30,8,0.26666666666666666,False,0.03260860564642945,0.12228227117411045,3.75,,
30,29,7,0.2413793103448276,False,0.09356788495996406,0.3876383805484226,4.142857142857143,,
29,28,4,0.14285714285714285,False,0.04400833192418071,0.3080583234692649,7.0,,
26,25,6,0.24,False,0.2869981151278528,1.1958254796993866,4.166666666666667,,
13,12,3,0.25,False,0.061306071040349144,0.24522428416139658,4.0,,
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
5,4,4,1.0,True,0.8169648035272403,0.8169648035272403,1.0,0.14030550457998064,8.508129933915143e-08
4,3,3,1.0,True,3.648008096165181e-07,3.648008096165181e-07,1.0,0.13564742642716096,8.61248605765752e-09
19,18,5,0.2777777777777778,False,0.031942370297869095,0.11499253307232873,3.6,,
33,32,8,0.25,False,0.0455318217160816,0.1821272868643264,4.0,,
32,31,9,0.2903225806451613,False,0.11242828665717174,0.3872529873747027,3.4444444444444446,,
31,30,5,0.16666666666666666,False,0.0,0.0,6.0,,
28,27,4,0.14814814814814814,False,0.049045138439043824,0.3310546844635458,6.75,,
27,26,8,0.3076923076923077,False,0.24294760233358934,0.7895797075841653,3.25,,
23,22,7,0.3181818181818182,False,0.08044968258381091,0.25284185954912003,3.142857142857143,,
21,20,6,0.3,False,0.016802857756896106,0.05600952585632036,3.3333333333333335,,
20,19,15,0.7894736842105263,False,0.09592325079243352,0.12150278433708246,1.2666666666666666,,
28,27,3,0.1111111111111111,False,0.0,0.0,9.0,,
25,24,11,0.4583333333333333,False,0.07248296790860294,0.15814465725513369,2.1818181818181817,,
22,21,9,0.42857142857142855,False,0.0,0.0,2.3333333333333335,,
21,20,5,0.25,False,0.01656657335226017,0.06626629340904068,4.0,,
20,19,8,0.42105263157894735,False,0.16870900835337843,0.4006838948392738,2.375,,
18,17,9,0.5294117647058824,False,0.116122299743373,0.21934212173748233,1.8888888888888888,,
