N,total_survivors,two_hop_survivors,coverage_frac,full_coverage,prop_allsurv_norm,prop_2hoponly_norm,denom_ratio,direct_norm,hbar_check_diff
72,71,9,0.1267605633802817,False,0.02004823070313538,0.1581582644358458,7.888888888888889,,
70,69,10,0.14492753623188406,False,0.04645041439862338,0.3205078593505013,6.9,,
67,66,3,0.045454545454545456,False,0.0,0.0,22.0,,
66,65,12,0.18461538461538463,False,0.03840666818513344,0.2080361193361395,5.416666666666667,,
65,64,5,0.078125,False,0.0,0.0,12.8,,
78,77,8,0.1038961038961039,False,0.03251100727958517,0.31291844506600724,9.625,,
75,74,1,0.013513513513513514,False,0.0,0.0,74.0,,
70,69,8,0.11594202898550725,False,0.0,0.0,8.625,,
68,67,8,0.11940298507462686,False,0.05307515373929459,0.4445044125665922,8.375,,
74,73,4,0.0547945205479452,False,0.0,0.0,18.25,,
68,67,8,0.11940298507462686,False,0.06411490539525648,0.536962332685273,8.375,,
67,66,7,0.10606060606060606,False,0.05121624478264803,0.4828960222363957,9.428571428571429,,
76,75,14,0.18666666666666668,False,0.026017275456017515,0.1393782613715224,5.357142857142857,,
75,74,5,0.06756756756756757,False,0.04239875023324658,0.6275015034520495,14.8,,
73,72,10,0.1388888888888889,False,0.04517818423029398,0.3252829264581167,7.2,,
71,70,6,0.08571428571428572,False,0.043877987561195764,0.5119098548806172,11.666666666666666,,
70,69,9,0.13043478260869565,False,0.013792674283515086,0.10574383617361566,7.666666666666667,,
63,62,8,0.12903225806451613,False,0.0845512656591422,0.655272308858352,7.75,,
62,61,7,0.11475409836065574,False,0.025577736626422362,0.22289170488739485,8.714285714285714,,
61,60,8,0.13333333333333333,False,0.010820385151228702,0.08115288863421526,7.5,,
73,72,3,0.041666666666666664,False,0.0,0.0,24.0,,
72,71,11,0.15492957746478872,False,0.05117283322840558,0.3302973781106178,6.454545454545454,,
75,74,5,0.06756756756756757,False,0.027721828966132806,0.4102830686987655,14.8,,
76,75,3,0.04,False,0.0,0.0,25.0,,
74,73,5,0.0684931506849315,False,0.0,0.0,14.6,,
73,72,6,0.08333333333333333,False,0.0,0.0,12.0,,
68,67,8,0.11940298507462686,False,0.03242799632243894,0.2715844692004261,8.375,,
66,65,6,0.09230769230769231,False,0.018116964707135665,0.19626711766063637,10.833333333333334,,
65,64,4,0.0625,False,0.0,0.0,16.0,,
70,69,6,0.08695652173913043,False,0.020878260992350732,0.2401000014120334,11.5,,
76,75,7,0.09333333333333334,False,0.036418621334139235,0.3901995142943489,10.714285714285714,,
81,80,2,0.025,False,0.0,0.0,40.0,,
79,78,11,0.14102564102564102,False,0.023322298323952488,0.16537629720620853,7.090909090909091,,
78,77,2,0.025974025974025976,False,0.0,0.0,38.5,,
73,72,6,0.08333333333333333,False,0.0,0.0,12.0,,
70,69,3,0.043478260869565216,False,0.014594891699972835,0.3356825090993752,23.0,,
69,68,8,0.11764705882352941,False,0.01664084450782796,0.1414471783165377,8.5,,
75,74,9,0.12162162162162163,False,0.04588323982022506,0.3772621940774061,8.222222222222221,,
72,71,10,0.14084507042253522,False,0.02136144978942729,0.15166629350493377,7.1,,
77,76,6,0.07894736842105263,False,0.0,0.0,12.666666666666666,,
83,82,7,0.08536585365853659,False,0.025230570488610847,0.2955581114380128,11.714285714285714,,
73,72,5,0.06944444444444445,False,0.0,0.0,14.4,,
90,89,2,0.02247191011235955,False,0.0,0.0,44.5,,
91,90,2,0.022222222222222223,False,0.0,0.0,45.0,,
84,83,7,0.08433734939759036,False,0.030638016777608332,0.3632793417916416,11.857142857142858,,
82,81,8,0.09876543209876543,False,0.0,0.0,10.125,,
81,80,2,0.025,False,0.0,0.0,40.0,,
79,78,3,0.038461538461538464,False,0.0,0.0,26.0,,
78,77,4,0.05194805194805195,False,0.0,0.0,19.25,,
77,76,17,0.2236842105263158,False,0.06643432675051542,0.2970005195905395,4.470588235294118,,
77,76,4,0.05263157894736842,False,0.016950540349199312,0.32206026663478693,19.0,,
75,74,7,0.0945945945945946,False,0.01631244868924011,0.17244588614339543,10.571428571428571,,
74,73,6,0.0821917808219178,False,0.00836184547822258,0.10173578665170804,12.166666666666666,,
84,83,11,0.13253012048192772,False,0.005170734437084061,0.039015541661634276,7.545454545454546,,
82,81,8,0.09876543209876543,False,0.0,0.0,10.125,,
81,80,11,0.1375,False,0.020094240294850747,0.14613992941709636,7.2727272727272725,,
84,83,7,0.08433734939759036,False,0.023878973381277504,0.283136398663719,11.857142857142858,,
83,82,5,0.06097560975609756,False,0.0,0.0,16.4,,
76,75,8,0.10666666666666667,False,0.05335671817521673,0.5002192328926568,9.375,,
74,73,6,0.0821917808219178,False,0.01718833499658959,0.2091247424585067,12.166666666666666,,
73,72,12,0.16666666666666666,False,0.0,0.0,6.0,,
70,69,7,0.10144927536231885,False,0.01773291848279424,0.1747959107589718,9.857142857142858,,
68,67,4,0.05970149253731343,False,0.0,0.0,16.75,,
67,66,6,0.09090909090909091,False,0.01991424873824444,0.21905673612068885,11.0,,
29,28,2,0.07142857142857142,False,0.0,0.0,14.0,,
28,27,4,0.14814814814814814,False,0.0,0.0,6.75,,
27,26,7,0.2692307692307692,False,0.0,0.0,3.7142857142857144,,
57,56,7,0.125,False,0.05407244318243356,0.4325795454594685,8.0,,
59,58,7,0.1206896551724138,False,0.08525807124439878,0.7064240188821613,8.285714285714286,,
76,75,13,0.17333333333333334,False,0.042446048585973874,0.24488104953446468,5.769230769230769,,
75,74,6,0.08108108108108109,False,0.014671899084745093,0.1809534220451895,12.333333333333334,,
74,73,2,0.0273972602739726,False,0.0,0.0,36.5,,
58,57,8,0.14035087719298245,False,0.02629232552601985,0.18733281937289142,7.125,,
64,63,8,0.12698412698412698,False,0.02492690489283645,0.19629937603108702,7.875,,
62,61,7,0.11475409836065574,False,0.027993251732419525,0.24394119366822728,8.714285714285714,,
62,61,4,0.06557377049180328,False,0.023059823135683003,0.3516623028191658,15.25,,
73,72,6,0.08333333333333333,False,0.015963811404255443,0.19156573685106532,12.0,,
70,69,2,0.028985507246376812,False,0.0,0.0,34.5,,
72,71,9,0.1267605633802817,False,0.036294582504561725,0.28632392864709805,7.888888888888889,,
71,70,4,0.05714285714285714,False,0.0,0.0,17.5,,
70,69,5,0.07246376811594203,False,0.019280551957505356,0.26607161701357396,13.8,,
66,65,3,0.046153846153846156,False,0.0,0.0,21.666666666666668,,
74,73,12,0.1643835616438356,False,0.022499383952261087,0.13687125237625494,6.083333333333333,,
73,72,11,0.1527777777777778,False,0.028990862890585174,0.18975837528383022,6.545454545454546,,
72,71,4,0.056338028169014086,False,0.0,0.0,17.75,,
72,71,2,0.028169014084507043,False,0.0,0.0,35.5,,
