N,total_survivors,two_hop_survivors,coverage_frac,full_coverage,prop_allsurv_norm,prop_2hoponly_norm,denom_ratio,direct_norm,hbar_check_diff
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
7,6,6,1.0,True,0.20037823889940506,0.20037823889940506,1.0,0.1629269227826987,2.1308700581812445e-08
6,5,2,0.4,False,2.0085866591280348e-07,5.021466647820088e-07,2.5,,
6,5,4,0.8,False,0.0,0.0,1.25,,
7,6,6,1.0,True,0.0,0.0,1.0,0.1644862143560776,1.882560862753735e-08
10,9,4,0.4444444444444444,False,0.12876079254589906,0.28971178322827285,2.25,,
9,8,4,0.5,False,0.06701340380355487,0.13402680760710975,2.0,,
8,7,4,0.5714285714285714,False,0.0,0.0,1.75,,
7,6,2,0.3333333333333333,False,0.0,0.0,3.0,,
6,5,3,0.6,False,0.08587797784118555,0.14312996306864256,1.6666666666666667,,
8,7,5,0.7142857142857143,False,0.4632986924346915,0.6486181694085681,1.4,,
6,5,2,0.4,False,0.0,0.0,2.5,,
6,5,3,0.6,False,0.7686148832053084,1.2810248053421807,1.6666666666666667,,
5,4,3,0.75,False,0.19668229996650816,0.26224306662201086,1.3333333333333333,,
10,9,5,0.5555555555555556,False,0.35943467026533205,0.6469824064775977,1.8,,
9,8,7,0.875,False,0.35990356932636386,0.4113183649444158,1.1428571428571428,,
8,7,6,0.8571428571428571,False,0.202347934640363,0.2360725904137568,1.1666666666666667,,
7,6,3,0.5,False,0.1769508871668671,0.3539017743337342,2.0,,
6,5,2,0.4,False,0.6528921786150906,1.6322304465377266,2.5,,
5,4,1,0.25,False,0.0,0.0,4.0,,
8,7,2,0.2857142857142857,False,0.0,0.0,3.5,,
7,6,3,0.5,False,0.0,0.0,2.0,,
6,5,3,0.6,False,0.7529613205502763,1.2549355342504604,1.6666666666666667,,
5,4,2,0.5,False,0.5213451957282618,1.0426903914565235,2.0,,
10,9,2,0.2222222222222222,False,8.377915916629908e-08,3.770062162483459e-07,4.5,,
8,7,3,0.42857142857142855,False,0.0,0.0,2.3333333333333335,,
9,8,2,0.25,False,0.07886838132405219,0.31547352529620876,4.0,,
9,8,4,0.5,False,0.11126847326358362,0.22253694652716724,2.0,,
8,7,3,0.42857142857142855,False,0.0,0.0,2.3333333333333335,,
6,5,2,0.4,False,7.656508538355567e-08,1.9141271345888916e-07,2.5,,
3,2,2,1.0,True,0.45003358226850015,0.45003358226850015,1.0,0.15610290779089148,2.5698203565127642e-08
8,7,2,0.2857142857142857,False,0.0,0.0,3.5,,
9,8,3,0.375,False,0.0,0.0,2.6666666666666665,,
8,7,3,0.42857142857142855,False,0.0,0.0,2.3333333333333335,,
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
4,3,3,1.0,True,0.2724550545243123,0.2724550545243123,1.0,0.3000999548388958,3.909167300975014e-08
7,6,3,0.5,False,0.5018552732896203,1.0037105465792406,2.0,,
7,6,4,0.6666666666666666,False,0.12913755041719663,0.19370632562579496,1.5,,
7,6,4,0.6666666666666666,False,0.2098056319035967,0.31470844785539503,1.5,,
7,6,3,0.5,False,0.0,0.0,2.0,,
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
6,5,4,0.8,False,0.4607896579813755,0.5759870724767194,1.25,,
7,6,3,0.5,False,0.22832818878773228,0.45665637757546457,2.0,,
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
9,8,4,0.5,False,0.19688064476725875,0.3937612895345175,2.0,,
8,7,4,0.5714285714285714,False,0.05238445955757341,0.09167280422575347,1.75,,
6,5,4,0.8,False,0.450396722081895,0.5629959026023688,1.25,,
7,6,2,0.3333333333333333,False,0.0,0.0,3.0,,
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
6,5,3,0.6,False,0.35557747509979487,0.5926291251663248,1.6666666666666667,,
8,7,4,0.5714285714285714,False,0.4192712346868726,0.733724660702027,1.75,,
5,4,4,1.0,True,0.2641518658795257,0.2641518658795257,1.0,0.1919638671863529,6.675424657487383e-10
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
6,5,3,0.6,False,0.23952688491325183,0.3992114748554197,1.6666666666666667,,
5,4,3,0.75,False,0.3751700752736664,0.5002267670315551,1.3333333333333333,,
10,9,4,0.4444444444444444,False,0.0,0.0,2.25,,
8,7,3,0.42857142857142855,False,0.14510918641053097,0.3385881016245722,2.3333333333333335,,
7,6,4,0.6666666666666666,False,0.1259821124614738,0.1889731686922107,1.5,,
6,5,3,0.6,False,0.0730703251116627,0.12178387518610449,1.6666666666666667,,
9,8,2,0.25,False,0.0,0.0,4.0,,
6,5,5,1.0,True,0.0,0.0,1.0,0.21163288325044105,9.886501617373256e-08
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
7,6,3,0.5,False,0.0,0.0,2.0,,
7,6,5,0.8333333333333334,False,0.0,0.0,1.2,,
6,5,3,0.6,False,0.13416735040931688,0.22361225068219484,1.6666666666666667,,
5,4,4,1.0,True,0.0,0.0,1.0,0.19228378676423227,9.668297895615297e-08
9,8,5,0.625,False,0.48941752324039056,0.7830680371846249,1.6,,
8,7,1,0.14285714285714285,False,0.0,0.0,7.0,,
5,4,3,0.75,False,0.19419505127880637,0.2589267350384085,1.3333333333333333,,
7,6,5,0.8333333333333334,False,0.15144734158210876,0.18173680989853053,1.2,,
6,5,5,1.0,True,0.183873752312974,0.183873752312974,1.0,0.10066167154948572,9.511907550496801e-08
7,6,5,0.8333333333333334,False,0.1467299826712222,0.17607597920546664,1.2,,
6,5,4,0.8,False,0.10640706785750076,0.13300883482187595,1.25,,
7,6,6,1.0,True,0.2251846584496629,0.2251846584496629,1.0,0.06690922430738201,3.118700075965819e-08
7,6,5,0.8333333333333334,False,0.20219141148619316,0.24262969378343177,1.2,,
8,7,6,0.8571428571428571,False,0.6837005695105023,0.7976506644289192,1.1666666666666667,,
7,6,6,1.0,True,0.0,0.0,1.0,0.05223191845858013,1.5365271499589994e-08
7,6,3,0.5,False,0.0,0.0,2.0,,
8,7,4,0.5714285714285714,False,0.2042625771110066,0.3574595099442615,1.75,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
6,5,4,0.8,False,0.0,0.0,1.25,,
5,4,4,1.0,True,1.216211663977959,1.216211663977959,1.0,0.13183961723271465,6.403742180971506e-08
4,3,3,1.0,True,0.1721826061694869,0.1721826061694869,1.0,0.29985436472822025,9.265598510665995e-09
7,6,2,0.3333333333333333,False,0.0,0.0,3.0,,
6,5,5,1.0,True,0.0,0.0,1.0,0.051074446461140434,3.229598410925405e-08
5,4,4,1.0,True,0.3641548620327861,0.3641548620327861,1.0,0.1174270547720509,2.964003953387362e-08
4,3,2,0.6666666666666666,False,8.991089447992446e-08,1.348663417198867e-07,1.5,,
4,3,3,1.0,True,0.7096620338230932,0.7096620338230932,1.0,0.08278168546111013,1.5813207632220383e-08
7,6,2,0.3333333333333333,False,4.343711351676006e-08,1.3031134055028017e-07,3.0,,
6,5,4,0.8,False,0.35248382506952375,0.44060478133690467,1.25,,
5,4,2,0.5,False,0.38972162247156444,0.7794432449431289,2.0,,
4,3,1,0.3333333333333333,False,7.651973583710533e-08,2.2955920751131603e-07,3.0,,
5,4,4,1.0,True,1.1218744471955464e-07,1.1218744471955464e-07,1.0,0.27931731503131835,2.223582062921281e-08
9,8,5,0.625,False,0.40475894755667186,0.647614316090675,1.6,,
8,7,6,0.8571428571428571,False,0.8837093832808514,1.0309942804943264,1.1666666666666667,,
7,6,5,0.8333333333333334,False,0.3381167811746002,0.4057401374095202,1.2,,
6,5,5,1.0,True,0.20324793880799794,0.20324793880799794,1.0,0.09824833999131118,6.251735573670203e-09
5,4,2,0.5,False,0.4310063323650548,0.8620126647301096,2.0,,
10,9,5,0.5555555555555556,False,0.0,0.0,1.8,,
9,8,3,0.375,False,0.0,0.0,2.6666666666666665,,
7,6,5,0.8333333333333334,False,0.08579682441375583,0.10295618929650699,1.2,,
7,6,5,0.8333333333333334,False,0.3644967243878346,0.43739606926540153,1.2,,
6,5,5,1.0,True,0.21082820098813732,0.21082820098813732,1.0,0.08342488707615373,3.6918644141792356e-08
5,4,4,1.0,True,0.591580968742711,0.591580968742711,1.0,0.18367275313274237,2.830112366680737e-08
11,10,2,0.2,False,0.0,0.0,5.0,,
9,8,4,0.5,False,0.053486136244658006,0.10697227248931601,2.0,,
8,7,5,0.7142857142857143,False,0.23690506215552487,0.3316670870177348,1.4,,
7,6,3,0.5,False,0.0,0.0,2.0,,
6,5,2,0.4,False,0.0,0.0,2.5,,
5,4,4,1.0,True,0.27761037544815564,0.27761037544815564,1.0,0.09625680567584258,1.335264432356098e-08
4,3,3,1.0,True,0.26219564335876633,0.26219564335876633,1.0,0.1149222166192049,1.7751905834195725e-08
9,8,5,0.625,False,0.0,0.0,1.6,,
8,7,5,0.7142857142857143,False,0.0,0.0,1.4,,
7,6,4,0.6666666666666666,False,0.05167353361739343,0.07751030042609014,1.5,,
6,5,5,1.0,True,0.0,0.0,1.0,0.10276491458433779,4.919421381366362e-08
5,4,4,1.0,True,0.0,0.0,1.0,0.10157596720596665,5.11298117178427e-08
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
11,10,4,0.4,False,0.03847856921039781,0.09619642302599452,2.5,,
10,9,4,0.4444444444444444,False,0.18064902067115243,0.4064602965100929,2.25,,
9,8,3,0.375,False,0.0,0.0,2.6666666666666665,,
8,7,5,0.7142857142857143,False,0.08050713566852649,0.11270998993593707,1.4,,
7,6,6,1.0,True,0.47179025826536436,0.47179025826536436,1.0,0.08699208303798223,3.1093556618344564e-08
6,5,3,0.6,False,0.2037332515765684,0.3395554192942807,1.6666666666666667,,
5,4,1,0.25,False,0.19979119566548262,0.7991647826619305,4.0,,
4,3,2,0.6666666666666666,False,0.35297856961415436,0.5294678544212316,1.5,,
9,8,4,0.5,False,0.23829392628611684,0.4765878525722337,2.0,,
5,4,2,0.5,False,0.0,0.0,2.0,,
4,3,2,0.6666666666666666,False,2.0808904000673488e-07,3.121335600101023e-07,1.5,,
7,6,2,0.3333333333333333,False,0.0,0.0,3.0,,
5,4,3,0.75,False,0.17865247610229013,0.23820330146972016,1.3333333333333333,,
4,3,2,0.6666666666666666,False,0.3197266196759743,0.47958992951396145,1.5,,
7,6,1,0.16666666666666666,False,1.9031759047597158e-08,1.1419055428558295e-07,6.0,,
6,5,2,0.4,False,4.229674169085525e-08,1.0574185422713813e-07,2.5,,
7,6,3,0.5,False,0.0,0.0,2.0,,
5,4,4,1.0,True,1.0121673524545212,1.0121673524545212,1.0,0.19331520896599463,8.875981416522905e-08
4,3,2,0.6666666666666666,False,0.3124572142700156,0.46868582140502346,1.5,,
6,5,2,0.4,False,1.6436766977224642e-07,4.109191744306161e-07,2.5,,
5,4,3,0.75,False,0.20933260744724635,0.27911014326299516,1.3333333333333333,,
6,5,3,0.6,False,0.32844327975999543,0.547405466266659,1.6666666666666667,,
9,8,4,0.5,False,0.0,0.0,2.0,,
7,6,6,1.0,True,0.2826552082262243,0.2826552082262243,1.0,0.08757164246293697,4.080524318439416e-08
7,6,5,0.8333333333333334,False,0.2631697491613635,0.3158036989936362,1.2,,
7,6,6,1.0,True,0.07369901466281276,0.07369901466281276,1.0,0.11584160194269538,1.8958663083878946e-08
6,5,4,0.8,False,0.25609643366650703,0.32012054208313384,1.25,,
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
8,7,4,0.5714285714285714,False,0.0894352452925054,0.15651167926188447,1.75,,
7,6,6,1.0,True,0.3903157117835752,0.3903157117835752,1.0,0.27432362951263556,2.9487704722441777e-08
6,5,5,1.0,True,0.4619308540485403,0.4619308540485403,1.0,0.06514935335794543,3.324664488157936e-08
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
7,6,6,1.0,True,0.0,0.0,1.0,0.08512847678696918,4.4106901797569265e-08
6,5,5,1.0,True,0.4525416461358082,0.4525416461358082,1.0,0.18317652526195333,5.428987925881756e-09
5,4,4,1.0,True,0.0,0.0,1.0,0.09669844398553643,2.3074504307274424e-08
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
7,6,5,0.8333333333333334,False,0.376874822979159,0.45224978757499074,1.2,,
7,6,5,0.8333333333333334,False,0.0,0.0,1.2,,
6,5,5,1.0,True,0.34648304960401727,0.34648304960401727,1.0,0.11284614182660162,2.82450618449559e-09
8,7,3,0.42857142857142855,False,0.29756770207428906,0.6943246381733411,2.3333333333333335,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
8,7,6,0.8571428571428571,False,0.0,0.0,1.1666666666666667,,
7,6,3,0.5,False,0.0,0.0,2.0,,
6,5,2,0.4,False,1.38801694807887e-07,3.470042370197175e-07,2.5,,
6,5,4,0.8,False,0.0,0.0,1.25,,
7,6,2,0.3333333333333333,False,6.424490223726966e-08,1.9273470671180896e-07,3.0,,
5,4,2,0.5,False,0.3747168199736137,0.7494336399472274,2.0,,
8,7,3,0.42857142857142855,False,0.1413133012111953,0.32973103615945576,2.3333333333333335,,
7,6,3,0.5,False,0.26901083012323573,0.5380216602464715,2.0,,
5,4,3,0.75,False,0.21125557301120212,0.28167409734826954,1.3333333333333333,,
4,3,3,1.0,True,0.20684735914146019,0.20684735914146019,1.0,0.23829436020807376,1.7260638474070333e-08
8,7,2,0.2857142857142857,False,0.04939622701721277,0.17288679456024467,3.5,,
5,4,4,1.0,True,0.20885559628435674,0.20885559628435674,1.0,0.16080359099603425,5.459175334010524e-09
4,3,2,0.6666666666666666,False,0.18448697530539715,0.2767304629580957,1.5,,
8,7,2,0.2857142857142857,False,1.5625932412912785e-07,5.469076344519474e-07,3.5,,
7,6,2,0.3333333333333333,False,0.0,0.0,3.0,,
7,6,4,0.6666666666666666,False,0.20766613983808443,0.31149920975712664,1.5,,
8,7,6,0.8571428571428571,False,0.6936451430252301,0.8092526668627684,1.1666666666666667,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
6,5,4,0.8,False,0.0,0.0,1.25,,
7,6,3,0.5,False,0.0,0.0,2.0,,
6,5,4,0.8,False,0.0,0.0,1.25,,
7,6,5,0.8333333333333334,False,0.0,0.0,1.2,,
6,5,4,0.8,False,0.0,0.0,1.25,,
5,4,4,1.0,True,0.7670210551029638,0.7670210551029638,1.0,0.11358322565624486,1.1546275047180643e-10
9,8,4,0.5,False,0.0,0.0,2.0,,
9,8,7,0.875,False,0.2144186888825992,0.24504993015154197,1.1428571428571428,,
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
7,6,4,0.6666666666666666,False,0.22849670335431427,0.34274505503147135,1.5,,
6,5,4,0.8,False,0.0,0.0,1.25,,
9,8,3,0.375,False,0.0,0.0,2.6666666666666665,,
8,7,3,0.42857142857142855,False,0.0,0.0,2.3333333333333335,,
8,7,6,0.8571428571428571,False,0.08592436302950178,0.1002450902010854,1.1666666666666667,,
7,6,1,0.16666666666666666,False,0.0,0.0,6.0,,
6,5,4,0.8,False,0.3409053015102968,0.426131626887871,1.25,,
5,4,2,0.5,False,6.11373152790851e-08,1.222746305581702e-07,2.0,,
4,3,3,1.0,True,0.20945310166899464,0.20945310166899464,1.0,0.27785329592967667,3.853209418203107e-09
10,9,3,0.3333333333333333,False,0.09506423869124174,0.2851927160737252,3.0,,
8,7,4,0.5714285714285714,False,0.0,0.0,1.75,,
6,5,4,0.8,False,0.4981455942657396,0.6226819928321745,1.25,,
5,4,3,0.75,False,0.45705036258059917,0.6094004834407989,1.3333333333333333,,
4,3,2,0.6666666666666666,False,0.3024215876872856,0.45363238153092844,1.5,,
8,7,4,0.5714285714285714,False,0.060750595346596006,0.10631354185654301,1.75,,
8,7,5,0.7142857142857143,False,0.24730267372658277,0.3462237432172159,1.4,,
7,6,3,0.5,False,0.0,0.0,2.0,,
6,5,5,1.0,True,0.12492141179225941,0.12492141179225941,1.0,0.04602914715079158,1.2274381289145708e-08
6,5,4,0.8,False,0.0,0.0,1.25,,
5,4,4,1.0,True,0.5288324854044603,0.5288324854044603,1.0,0.06279656498792353,2.284273659114433e-09
7,6,3,0.5,False,0.0,0.0,2.0,,
6,5,4,0.8,False,0.20639393416069007,0.25799241770086256,1.25,,
5,4,3,0.75,False,0.18743457066357963,0.24991276088477282,1.3333333333333333,,
10,9,3,0.3333333333333333,False,0.0,0.0,3.0,,
7,6,5,0.8333333333333334,False,0.21710664420042144,0.26052797304050573,1.2,,
6,5,5,1.0,True,0.293263384064526,0.293263384064526,1.0,0.12351730840480933,1.856231102159711e-08
9,8,5,0.625,False,0.10829778978756031,0.17327646366009652,1.6,,
8,7,3,0.42857142857142855,False,0.0,0.0,2.3333333333333335,,
7,6,4,0.6666666666666666,False,0.16827423894636737,0.2524113584195511,1.5,,
6,5,4,0.8,False,0.693633948788003,0.8670424359850037,1.25,,
4,3,2,0.6666666666666666,False,2.0076440957272367e-07,3.011466143590855e-07,1.5,,
8,7,2,0.2857142857142857,False,0.09655735382392817,0.3379507383837486,3.5,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
6,5,4,0.8,False,0.30318290769562645,0.3789786346195331,1.25,,
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
6,5,3,0.6,False,0.17018738466488362,0.28364564110813933,1.6666666666666667,,
4,3,3,1.0,True,2.8496953201050087e-07,2.8496953201050087e-07,1.0,0.28573834777701335,3.1984691117870057e-08
9,8,2,0.25,False,0.0,0.0,4.0,,
8,7,4,0.5714285714285714,False,0.0,0.0,1.75,,
8,7,7,1.0,True,0.7218365240246939,0.7218365240246939,1.0,0.10046656017229041,7.735524398810867e-08
7,6,3,0.5,False,0.0,0.0,2.0,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
6,5,5,1.0,True,0.5869052142532986,0.5869052142532986,1.0,0.09482513832180813,3.6760629207321927e-08
5,4,4,1.0,True,0.3267136023556345,0.3267136023556345,1.0,0.07471981939989206,8.358901570915123e-08
11,10,2,0.2,False,0.0,0.0,5.0,,
10,9,2,0.2222222222222222,False,0.0,0.0,4.5,,
8,7,3,0.42857142857142855,False,0.0,0.0,2.3333333333333335,,
7,6,2,0.3333333333333333,False,0.0,0.0,3.0,,
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
7,6,5,0.8333333333333334,False,0.441976372818707,0.5303716473824484,1.2,,
8,7,6,0.8571428571428571,False,0.9069550694920989,1.058114247740782,1.1666666666666667,,
8,7,4,0.5714285714285714,False,0.10674179929425258,0.18679814876494202,1.75,,
8,7,3,0.42857142857142855,False,0.179190678283854,0.418111582662326,2.3333333333333335,,
7,6,1,0.16666666666666666,False,0.0,0.0,6.0,,
6,5,3,0.6,False,6.854403754069697e-08,1.1424006256782827e-07,1.6666666666666667,,
4,3,3,1.0,True,2.4812252398484094e-07,2.4812252398484094e-07,1.0,0.11361130169684724,3.3314440317511185e-08
5,4,3,0.75,False,1.3350297437319167,1.7800396583092224,1.3333333333333333,,
7,6,3,0.5,False,0.0,0.0,2.0,,
5,4,4,1.0,True,0.2403705181641216,0.2403705181641216,1.0,0.07202751624250257,5.797070290469719e-08
4,3,3,1.0,True,2.83250118234627e-07,2.83250118234627e-07,1.0,0.13547739367588746,3.444559304455197e-09
9,8,6,0.75,False,0.0,0.0,1.3333333333333333,,
8,7,4,0.5714285714285714,False,0.0,0.0,1.75,,
7,6,5,0.8333333333333334,False,0.16783050186547727,0.2013966022385727,1.2,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
6,5,2,0.4,False,0.0,0.0,2.5,,
9,8,8,1.0,True,0.17171545381700237,0.17171545381700237,1.0,0.09346174261727608,5.6006745685621695e-08
8,7,6,0.8571428571428571,False,0.18374958083305154,0.21437451097189347,1.1666666666666667,,
7,6,3,0.5,False,0.0,0.0,2.0,,
7,6,4,0.6666666666666666,False,0.4653487516909146,0.6980231275363719,1.5,,
6,5,5,1.0,True,0.3208131866436075,0.3208131866436075,1.0,0.10902568706439729,3.92707530938452e-08
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
4,3,3,1.0,True,0.22488721176803256,0.22488721176803256,1.0,0.14047843750117014,6.332377133766443e-08
3,2,2,1.0,True,0.0,0.0,1.0,0.09345784222780554,2.787687858329946e-10
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
5,4,4,1.0,True,0.2136123519007145,0.2136123519007145,1.0,0.04297050960975852,1.0871729072547964e-07
8,7,5,0.7142857142857143,False,0.16217865721123437,0.22705012009572811,1.4,,
7,6,4,0.6666666666666666,False,0.13618330344444832,0.20427495516667246,1.5,,
6,5,5,1.0,True,0.0,0.0,1.0,0.12314138185974133,8.730465683726152e-08
5,4,4,1.0,True,0.0,0.0,1.0,0.2291276654244515,8.77786696662497e-08
8,7,5,0.7142857142857143,False,0.24628909329924162,0.34480473061893824,1.4,,
7,6,3,0.5,False,0.0,0.0,2.0,,
6,5,4,0.8,False,0.0,0.0,1.25,,
5,4,1,0.25,False,0.0,0.0,4.0,,
5,4,2,0.5,False,0.8040718683523371,1.6081437367046743,2.0,,
4,3,3,1.0,True,0.7292975309937172,0.7292975309937172,1.0,0.14911248618665393,5.545274150975388e-08
10,9,7,0.7777777777777778,False,0.2362150428918166,0.3037050551466213,1.2857142857142858,,
10,9,8,0.8888888888888888,False,0.17105610354905743,0.19243811649268955,1.125,,
11,10,8,0.8,False,0.21460569470458604,0.2682571183807326,1.25,,
10,9,4,0.4444444444444444,False,0.0,0.0,2.25,,
9,8,7,0.875,False,0.4261748840284167,0.48705701031819054,1.1428571428571428,,
8,7,7,1.0,True,0.0,0.0,1.0,0.07406495745171308,5.976595507384275e-08
7,6,5,0.8333333333333334,False,0.4721852069382048,0.5666222483258458,1.2,,
9,8,2,0.25,False,0.08138002943380447,0.3255201177352179,4.0,,
8,7,5,0.7142857142857143,False,0.0,0.0,1.4,,
7,6,5,0.8333333333333334,False,0.34122247956327195,0.4094669754759264,1.2,,
8,7,3,0.42857142857142855,False,0.0,0.0,2.3333333333333335,,
6,5,4,0.8,False,0.0,0.0,1.25,,
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
4,3,3,1.0,True,3.028032441711646e-07,3.028032441711646e-07,1.0,0.18931895636463847,4.736000658311923e-08
3,2,2,1.0,True,1.9497172794835357e-07,1.9497172794835357e-07,1.0,0.25127005699246785,1.2014586392439242e-07
6,5,4,0.8,False,0.0,0.0,1.25,,
4,3,3,1.0,True,3.0969892990003297e-07,3.0969892990003297e-07,1.0,0.09997609708038978,6.306621980201044e-08
3,2,2,1.0,True,2.5322516194058866e-07,2.5322516194058866e-07,1.0,0.2674970452190894,4.5494869205242594e-08
5,4,4,1.0,True,0.0,0.0,1.0,0.1996723087538576,8.477630153436166e-08
9,8,4,0.5,False,0.20504794398043494,0.4100958879608699,2.0,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
5,4,4,1.0,True,0.0,0.0,1.0,0.1990505151776626,7.872789087315368e-10
10,9,3,0.3333333333333333,False,0.0,0.0,3.0,,
10,9,3,0.3333333333333333,False,0.0,0.0,3.0,,
9,8,7,0.875,False,0.06896741147373373,0.07881989882712427,1.1428571428571428,,
8,7,6,0.8571428571428571,False,0.34819829199311086,0.40623134065862937,1.1666666666666667,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
6,5,5,1.0,True,0.22539981094446862,0.22539981094446862,1.0,0.0752264298585703,2.0725969829271662e-09
11,10,5,0.5,False,0.0,0.0,2.0,,
10,9,3,0.3333333333333333,False,0.0,0.0,3.0,,
9,8,2,0.25,False,0.0,0.0,4.0,,
8,7,7,1.0,True,0.09808229465593728,0.09808229465593728,1.0,0.05642136041168424,1.818023442901051e-08
7,6,6,1.0,True,0.3933987525840016,0.3933987525840016,1.0,0.08317949753799168,3.341363763453842e-08
6,5,5,1.0,True,0.09273982658761365,0.09273982658761365,1.0,0.09375243156562492,4.818745957813064e-08
8,7,6,0.8571428571428571,False,0.06424498611172713,0.074952483797015,1.1666666666666667,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
6,5,2,0.4,False,0.0,0.0,2.5,,
4,3,3,1.0,True,0.2932522437919363,0.2932522437919363,1.0,0.06957735732813583,8.526291228605487e-08
9,8,5,0.625,False,0.09813110905924365,0.15700977449478984,1.6,,
8,7,5,0.7142857142857143,False,0.2958269003783618,0.41415766052970654,1.4,,
7,6,3,0.5,False,0.0,0.0,2.0,,
6,5,4,0.8,False,0.4543795131063362,0.5679743913829202,1.25,,
3,2,2,1.0,True,2.3601264968983182e-07,2.3601264968983182e-07,1.0,0.202987573965425,3.421504457534752e-08
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
4,3,2,0.6666666666666666,False,2.7543225492200023e-07,4.1314838238300037e-07,1.5,,
5,4,2,0.5,False,0.0,0.0,2.0,,
4,3,3,1.0,True,1.0672733781232477,1.0672733781232477,1.0,0.05360867427793777,1.1074164829594224e-07
11,10,7,0.7,False,0.04789128881433574,0.0684161268776225,1.4285714285714286,,
10,9,3,0.3333333333333333,False,0.0,0.0,3.0,,
9,8,7,0.875,False,0.4396658222943045,0.5024752254792051,1.1428571428571428,,
8,7,4,0.5714285714285714,False,0.0,0.0,1.75,,
7,6,3,0.5,False,0.0,0.0,2.0,,
6,5,2,0.4,False,0.0,0.0,2.5,,
6,5,4,0.8,False,0.23986043465518656,0.2998255433189832,1.25,,
5,4,3,0.75,False,0.0,0.0,1.3333333333333333,,
8,7,7,1.0,True,0.9425448904375329,0.9425448904375329,1.0,0.11223068988424217,2.1227607227558565e-08
7,6,4,0.6666666666666666,False,0.15259495634845915,0.2288924345226887,1.5,,
6,5,4,0.8,False,0.09254230344050443,0.11567787930063053,1.25,,
5,4,4,1.0,True,0.2157201966313718,0.2157201966313718,1.0,0.2389028409461932,2.5870204423128484e-08
4,3,3,1.0,True,1.375350941839001e-07,1.375350941839001e-07,1.0,0.03233092200870384,1.7641014427027812e-08
8,7,4,0.5714285714285714,False,0.17740081533034432,0.31045142682810256,1.75,,
7,6,3,0.5,False,0.0,0.0,2.0,,
5,4,4,1.0,True,1.1295002276454997,1.1295002276454997,1.0,0.18887315911333766,5.234961908406888e-08
8,7,4,0.5714285714285714,False,0.0625338956322387,0.10943431735641772,1.75,,
9,8,4,0.5,False,0.0,0.0,2.0,,
8,7,2,0.2857142857142857,False,0.0,0.0,3.5,,
6,5,3,0.6,False,0.0,0.0,1.6666666666666667,,
11,10,3,0.3,False,0.0,0.0,3.3333333333333335,,
7,6,5,0.8333333333333334,False,0.08098482856385417,0.09718179427662499,1.2,,
6,5,4,0.8,False,0.0,0.0,1.25,,
8,7,4,0.5714285714285714,False,0.0,0.0,1.75,,
7,6,4,0.6666666666666666,False,0.0,0.0,1.5,,
6,5,4,0.8,False,0.0,0.0,1.25,,
5,4,4,1.0,True,0.5792921939534109,0.5792921939534109,1.0,0.0739048911208642,3.673328263786857e-08
4,3,3,1.0,True,4.496287133034458e-07,4.496287133034458e-07,1.0,0.13093964210103518,7.755967112998974e-08
3,2,2,1.0,True,0.8896663085670243,0.8896663085670243,1.0,0.524919003621164,2.7725800766376096e-08
7,6,4,0.6666666666666666,False,0.30773321302711903,0.4615998195406785,1.5,,
6,5,2,0.4,False,1.8433870070233134e-07,4.608467517558284e-07,2.5,,
10,9,4,0.4444444444444444,False,0.0,0.0,2.25,,
6,5,4,0.8,False,0.22985894185567565,0.2873236773195946,1.25,,
8,7,4,0.5714285714285714,False,0.0,0.0,1.75,,
10,9,6,0.6666666666666666,False,0.06855292962186006,0.10282939443279009,1.5,,
9,8,6,0.75,False,0.0,0.0,1.3333333333333333,,
