arm,band_topo,seed,eval_cond,episode,root_owned,reachable,n_discovered,won,score
3,scalability_80_100_5,42,static,0,20,78,85,0,0.2564102564102564
3,scalability_80_100_5,42,static,1,27,78,85,0,0.34615384615384615
3,scalability_80_100_5,42,static,2,26,78,85,0,0.3333333333333333
3,scalability_80_100_5,42,static,3,26,78,85,0,0.3333333333333333
3,scalability_80_100_5,42,static,4,0,78,1,0,0.0
3,scalability_80_100_5,42,static,5,23,78,85,0,0.2948717948717949
3,scalability_80_100_5,42,static,6,20,78,85,0,0.2564102564102564
3,scalability_80_100_5,42,static,7,25,78,85,0,0.32051282051282054
3,scalability_80_100_5,42,static,8,19,78,85,0,0.24358974358974358
3,scalability_80_100_5,42,static,9,25,78,85,0,0.32051282051282054
3,scalability_80_100_5,42,static,10,28,78,85,0,0.358974358974359
3,scalability_80_100_5,42,static,11,23,78,85,0,0.2948717948717949
3,scalability_80_100_5,42,static,12,28,78,85,0,0.358974358974359
3,scalability_80_100_5,42,static,13,21,78,85,0,0.2692307692307692
3,scalability_80_100_5,42,static,14,19,78,85,0,0.24358974358974358
3,scalability_80_100_5,42,static,15,20,78,85,0,0.2564102564102564
3,scalability_80_100_5,42,static,16,18,78,85,0,0.23076923076923078
3,scalability_80_100_5,42,static,17,25,78,85,0,0.32051282051282054
3,scalability_80_100_5,42,static,18,25,78,85,0,0.32051282051282054
3,scalability_80_100_5,42,static,19,21,78,85,0,0.2692307692307692
3,scalability_80_100_5,42,static,20,22,78,85,0,0.28205128205128205
3,scalability_80_100_5,42,static,21,23,78,85,0,0.2948717948717949
3,scalability_80_100_5,42,static,22,28,78,85,0,0.358974358974359
3,scalability_80_100_5,42,static,23,30,78,85,0,0.38461538461538464
3,scalability_80_100_5,42,static,24,21,78,85,0,0.2692307692307692
3,scalability_80_100_5,42,static,25,22,78,85,0,0.28205128205128205
3,scalability_80_100_5,42,static,26,21,78,85,0,0.2692307692307692
3,scalability_80_100_5,42,static,27,25,78,85,0,0.32051282051282054
3,scalability_80_100_5,42,static,28,14,78,85,0,0.1794871794871795
3,scalability_80_100_5,42,static,29,19,78,85,0,0.24358974358974358
3,scalability_80_100_5,42,static,30,26,78,85,0,0.3333333333333333
3,scalability_80_100_5,42,static,31,28,78,85,0,0.358974358974359
3,scalability_80_100_5,42,static,32,23,78,85,0,0.2948717948717949
3,scalability_80_100_5,42,static,33,21,78,85,0,0.2692307692307692
3,scalability_80_100_5,42,static,34,22,78,85,0,0.28205128205128205
3,scalability_80_100_5,42,static,35,22,78,85,0,0.28205128205128205
3,scalability_80_100_5,42,static,36,23,78,85,0,0.2948717948717949
3,scalability_80_100_5,42,static,37,24,78,85,0,0.3076923076923077
3,scalability_80_100_5,42,static,38,28,78,85,0,0.358974358974359
3,scalability_80_100_5,42,static,39,6,78,85,0,0.07692307692307693
3,scalability_80_100_5,42,static,40,23,78,85,0,0.2948717948717949
3,scalability_80_100_5,42,static,41,20,78,85,0,0.2564102564102564
3,scalability_80_100_5,42,static,42,29,78,85,0,0.3717948717948718
3,scalability_80_100_5,42,static,43,24,78,85,0,0.3076923076923077
3,scalability_80_100_5,42,static,44,18,78,85,0,0.23076923076923078
3,scalability_80_100_5,42,static,45,24,78,85,0,0.3076923076923077
3,scalability_80_100_5,42,static,46,14,78,85,0,0.1794871794871795
3,scalability_80_100_5,42,static,47,27,78,85,0,0.34615384615384615
3,scalability_80_100_5,42,static,48,20,78,85,0,0.2564102564102564
3,scalability_80_100_5,42,static,49,20,78,85,0,0.2564102564102564
3,scalability_80_100_5,42,static,50,22,78,85,0,0.28205128205128205
3,scalability_80_100_5,42,static,51,18,78,85,0,0.23076923076923078
3,scalability_80_100_5,42,static,52,7,78,84,0,0.08974358974358974
3,scalability_80_100_5,42,static,53,22,78,85,0,0.28205128205128205
3,scalability_80_100_5,42,static,54,18,78,85,0,0.23076923076923078
3,scalability_80_100_5,42,static,55,22,78,85,0,0.28205128205128205
