arm,band_topo,seed,eval_cond,episode,root_owned,reachable,n_discovered,won,score
1,scalability_80_100_67,300,static,0,33,73,80,0,0.4520547945205479
1,scalability_80_100_67,300,static,1,35,73,80,0,0.4794520547945205
1,scalability_80_100_67,300,static,2,34,73,80,0,0.4657534246575342
1,scalability_80_100_67,300,static,3,27,73,80,0,0.3698630136986301
1,scalability_80_100_67,300,static,4,30,73,80,0,0.410958904109589
1,scalability_80_100_67,300,static,5,32,73,79,0,0.4383561643835616
1,scalability_80_100_67,300,static,6,34,73,78,0,0.4657534246575342
1,scalability_80_100_67,300,static,7,33,73,80,0,0.4520547945205479
1,scalability_80_100_67,300,static,8,34,73,78,0,0.4657534246575342
1,scalability_80_100_67,300,static,9,36,73,79,0,0.4931506849315068
1,scalability_80_100_67,300,static,10,29,73,78,0,0.3972602739726027
1,scalability_80_100_67,300,static,11,32,73,66,0,0.4383561643835616
1,scalability_80_100_67,300,static,12,35,73,80,0,0.4794520547945205
1,scalability_80_100_67,300,static,13,36,73,79,0,0.4931506849315068
1,scalability_80_100_67,300,static,14,34,73,80,0,0.4657534246575342
1,scalability_80_100_67,300,static,15,36,73,80,0,0.4931506849315068
1,scalability_80_100_67,300,static,16,32,73,80,0,0.4383561643835616
1,scalability_80_100_67,300,static,17,33,73,80,0,0.4520547945205479
1,scalability_80_100_67,300,static,18,40,73,80,0,0.547945205479452
1,scalability_80_100_67,300,static,19,35,73,80,0,0.4794520547945205
1,scalability_80_100_67,300,static,20,34,73,78,0,0.4657534246575342
1,scalability_80_100_67,300,static,21,38,73,80,0,0.5205479452054794
1,scalability_80_100_67,300,static,22,36,73,77,0,0.4931506849315068
1,scalability_80_100_67,300,static,23,36,73,80,0,0.4931506849315068
1,scalability_80_100_67,300,static,24,33,73,80,0,0.4520547945205479
1,scalability_80_100_67,300,static,25,36,73,80,0,0.4931506849315068
1,scalability_80_100_67,300,static,26,38,73,80,0,0.5205479452054794
1,scalability_80_100_67,300,static,27,38,73,80,0,0.5205479452054794
1,scalability_80_100_67,300,static,28,43,73,79,0,0.589041095890411
1,scalability_80_100_67,300,static,29,36,73,80,0,0.4931506849315068
1,scalability_80_100_67,300,static,30,37,73,80,0,0.5068493150684932
1,scalability_80_100_67,300,static,31,43,73,80,0,0.589041095890411
1,scalability_80_100_67,300,static,32,31,73,80,0,0.4246575342465753
1,scalability_80_100_67,300,static,33,39,73,80,0,0.5342465753424658
1,scalability_80_100_67,300,static,34,33,73,80,0,0.4520547945205479
1,scalability_80_100_67,300,static,35,38,73,80,0,0.5205479452054794
1,scalability_80_100_67,300,static,36,36,73,78,0,0.4931506849315068
1,scalability_80_100_67,300,static,37,35,73,79,0,0.4794520547945205
1,scalability_80_100_67,300,static,38,32,73,80,0,0.4383561643835616
1,scalability_80_100_67,300,static,39,36,73,80,0,0.4931506849315068
1,scalability_80_100_67,300,static,40,28,73,75,0,0.3835616438356164
1,scalability_80_100_67,300,static,41,37,73,80,0,0.5068493150684932
1,scalability_80_100_67,300,static,42,41,73,79,0,0.5616438356164384
1,scalability_80_100_67,300,static,43,32,73,80,0,0.4383561643835616
1,scalability_80_100_67,300,static,44,31,73,80,0,0.4246575342465753
1,scalability_80_100_67,300,static,45,36,73,80,0,0.4931506849315068
1,scalability_80_100_67,300,static,46,29,73,80,0,0.3972602739726027
1,scalability_80_100_67,300,static,47,31,73,80,0,0.4246575342465753
1,scalability_80_100_67,300,static,48,29,73,80,0,0.3972602739726027
1,scalability_80_100_67,300,static,49,33,73,80,0,0.4520547945205479
1,scalability_80_100_67,300,static,50,35,73,80,0,0.4794520547945205
1,scalability_80_100_67,300,static,51,33,73,80,0,0.4520547945205479
1,scalability_80_100_67,300,static,52,34,73,80,0,0.4657534246575342
1,scalability_80_100_67,300,static,53,34,73,80,0,0.4657534246575342
1,scalability_80_100_67,300,static,54,24,73,80,0,0.3287671232876712
1,scalability_80_100_67,300,static,55,36,73,79,0,0.4931506849315068
1,scalability_80_100_67,300,static,56,34,73,80,0,0.4657534246575342
1,scalability_80_100_67,300,static,57,35,73,80,0,0.4794520547945205
1,scalability_80_100_67,300,static,58,37,73,80,0,0.5068493150684932
1,scalability_80_100_67,300,static,59,32,73,80,0,0.4383561643835616
1,scalability_80_100_67,300,static,60,30,73,80,0,0.410958904109589
1,scalability_80_100_67,300,static,61,36,73,80,0,0.4931506849315068
1,scalability_80_100_67,300,static,62,39,73,80,0,0.5342465753424658
1,scalability_80_100_67,300,static,63,34,73,80,0,0.4657534246575342
1,scalability_80_100_67,300,static,64,37,73,80,0,0.5068493150684932
1,scalability_80_100_67,300,static,65,45,73,80,0,0.6164383561643836
1,scalability_80_100_67,300,static,66,33,73,80,0,0.4520547945205479
1,scalability_80_100_67,300,static,67,30,73,57,0,0.410958904109589
1,scalability_80_100_67,300,static,68,38,73,80,0,0.5205479452054794
1,scalability_80_100_67,300,static,69,34,73,80,0,0.4657534246575342
1,scalability_80_100_67,300,static,70,36,73,80,0,0.4931506849315068
1,scalability_80_100_67,300,static,71,38,73,80,0,0.5205479452054794
1,scalability_80_100_67,300,static,72,38,73,80,0,0.5205479452054794
1,scalability_80_100_67,300,static,73,34,73,80,0,0.4657534246575342
1,scalability_80_100_67,300,static,74,35,73,80,0,0.4794520547945205
1,scalability_80_100_67,300,static,75,37,73,80,0,0.5068493150684932
