agent_cond,seed,eval_cond,scenario_id,topology_id,episode,root_owned,reachable,n_discovered,won,score
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,0,15,22,20,0,0.6818181818181818
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,1,12,17,15,0,0.7058823529411765
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,2,10,20,18,0,0.5
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,3,10,17,15,0,0.5882352941176471
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,4,13,19,17,0,0.6842105263157895
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,5,11,17,16,0,0.6470588235294118
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,6,12,22,20,0,0.5454545454545454
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,7,16,20,18,0,0.8
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,8,15,26,25,0,0.5769230769230769
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,9,15,20,18,0,0.75
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,10,14,17,16,0,0.8235294117647058
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,11,15,22,20,0,0.6818181818181818
static,42,membership_matched,._graphs_yN30_s42_2026-08-03_17-15-34_1,./graphs_yN30_s42_2026-08-03_17-15-34/1,12,12,18,16,0,0.6666666666666666
